token;is_stopword;token_count
suppressed;No;2
suppressing;No;2
supremacist;No;1
supremacy;No;6
supreme;No;27
supremed;No;1
suprise;No;5
suprised;No;2
suprrreme;No;1
sur;No;5
sur-;No;1
sure;Yes;965
surely;No;130
surest;No;1
surf;No;81
surf-surfing;No;1
surface;No;17
surfacing;No;2
surfboard;No;20
surfer;No;1
surfin;No;1
surfing;No;8
surfs;No;2
surge;No;7
surgeon;No;12
surgery;No;16
surges;No;1
surgical;No;1
surging;No;2
suriving;No;1
surmise;No;1
surmounting;No;1
surplus;No;6
surprise;No;124
surprised;No;46
surprises;No;4
surprising;No;6
surprisingly;No;2
surreal;No;5
surrealistic;No;1
surrended;No;3
surrender;No;122
surrendered;No;5
surrendering;No;2
surrenders;No;4
surround;No;37
surrounded;No;35
surrounding;No;5
surroundings;No;4
surrounds;No;23
surveillance;No;4
survey;No;7
surveyed;No;1
surveys;No;3
survival;No;46
survive;No;208
survived;No;27
survives;No;11
survivin;No;1
surviving;No;18
survivor;No;8
survivors;No;5
sus;No;6
susa;No;1
susan;No;13
sushi;No;4
sushine;No;1
susie;No;36
suspect;No;15
suspected;No;5
suspend;No;3
suspended;No;13
suspenders;No;2
suspends;No;1
suspense;No;3
suspenseful;No;1
suspension;No;15
suspicion;No;17
suspicions;No;10
suspicious;No;34
suspiciously;No;1
suspiramus;No;2
suss;No;5
sussed;No;1
sussurrando;No;1
sustain;No;4
sustaining;No;1
susy;No;1
suture;No;2
sutures;No;1
suv;No;3
suwoop;No;1
suyo;No;1
suzanne;No;6
suzerain;No;3
suzette;No;2
suzuki;No;2
suzy;No;5
svakoj;No;2
svakom;No;4
svaku;No;1
svemu;No;2
svengali;No;1
svoj;No;1
sw-sw-swag;No;2
swab;No;1
swabs;No;1
swaddling;No;1
swag;No;104
swagga;No;1
swagger;No;10
swaggie;No;1
swagging;No;1
swagu;No;12
swallow;No;121
swallow-ship;No;1
swallowed;No;32
swallower;No;2
swallowin;No;1
swallowing;No;7
swallows;No;18
swam;No;16
swamp;No;11
swamped;No;1
swamps;No;1
swan;No;16
swanee;No;1
swang;No;7
swanging;No;3
swank;No;1
swans;No;3
swansong;No;4
swap;No;7
swapped;No;3
swapper;No;1
swapping;No;3
swarm;No;7
swarming;No;9
swastika;No;5
swastikas;No;1
swat;No;3
swatch;No;1
swats;No;1
swatted;No;2
swatters;No;1
sway;No;42
swayed;No;6
swaying;No;30
swayze;No;2
swear;No;317
swearing;No;10
swears;No;10
sweat;No;265
sweat-shirt;No;1
sweated;No;4
sweater;No;20
sweaters;No;3
sweating;No;36
sweats;No;10
sweatshirt;No;4
sweaty;No;15
sweden;No;8
swedish;No;4
sweep;No;35
sweeper;No;2
sweeping;No;17
sweeps;No;10
sweepy;No;2
sweet;No;1321
sweet-talking;No;2
sweetened;No;6
sweeter;No;74
sweetest;No;56
sweetheart;No;88
sweethearts;No;29
sweetie;No;17
sweeties;No;4
sweetly;No;20
sweetmargueritasweet;No;1
sweetness;No;16
sweetning;No;2
sweets;No;4
sweetshop;No;1
sweetwater;No;2
swell;No;44
swelled;No;5
swelling;No;3
swells;No;1
sweltered;No;1
swept;No;22
swerve;No;63
swerve-o;No;1
swerve-swerve;No;1
swerves;No;1
swervin'-swerving;No;3
swerving;No;22
swift;No;29
swiftest;No;2
swiftly;No;9
swiftness;No;1
swifts;No;1
swifty;No;2
swig;No;4
swilla;No;2
swim;No;119
swimmin;No;3
swimming;No;79
swims;No;8
swimsuit;No;2
swindle;No;2
swine;No;43
swing;No;188
swinger;No;3
swingers;No;1
swinging;No;88
swings;No;34
swipe;No;5
swiped;No;1
swirl;No;12
swirling;No;15
swirls;No;1
swirve;No;2
swish;No;37
swisher;No;3
swishers;No;1
swishes;No;2
swishing;No;2
swishy;No;3
swiss;No;6
switch;No;91
switch-blade;No;3
switchblade;No;4
switched;No;21
switcheroo;No;1
switches;No;7
switchin;No;1
switching;No;16
switchy;No;1
switzerland;No;1
swivel;No;61
swivels;No;2
swizz;No;2
swizzy;No;12
swole;No;6
swoll;No;2
swolled;No;1
swollen;No;19
swolling;No;1
swoon;No;3
swoop;No;5
swooping;No;3
swoops;No;1
sword;No;185
sworded;No;1
swordfish;No;1
swordman;No;4
swordmen;No;1
swore;No;44
sworn;No;53
swum;No;1
swung;No;7
sya;No;1
sycamore;No;4
sycophant;No;1
sycophants;No;1
sydney;No;1
syke;No;3
syllable;No;8
syllables;No;5
sylvia;No;13
sylvian;No;1
symbiote;No;1
symbol;No;15
symbolic;No;3
symbolism;No;2
symbolizes;No;1
symbolizing;No;1
symbols;No;7
symmetry;No;2
sympathetic;No;4
sympathise;No;1
sympathize;No;10
sympathizing;No;4
sympathy;No;41
symphing;No;1
symphonic;No;3
symphony;No;51
symptom;No;3
symptomatic;No;1
symptomatically;No;2
symptoms;No;3
synagogue;No;1
synagogues;No;1
synapse;No;2
sync;No;6
synch;No;1
synchronize;No;2
synchronizing;No;2
syncing;No;2
syncopated;No;2
syndicate;No;2
syndrome;No;4
syndrum;No;1
syne;No;2
synergy;No;3
synonym;No;3
synonyms;No;1
synth;No;1
synthesis;No;2
synthesizer;No;1
syphilis;No;2
syphillis;No;3
syrah;No;1
syria;No;1
syringe;No;2
syringes;No;2
syrup;No;16
syruped;No;1
sys;No;11
syst;No;1
system;No;109
systematic;No;3
systemic;No;1
systems;No;19
szand;No;2
são;No;2
så;No;2
sé;No;14
séance;No;1
sí;No;6
síguelo;No;1
só;No;1
sólo;No;4
sötét;No;1
söze;No;1
sûrement;No;1
süzüldü;No;1
t;Yes;54
t&#305ls&#305m;No;1
t'd;No;1
t'es;No;2
t'ho;No;1
t'intéresses;No;1
t'tie;No;2
t'ward;No;1
t'was;No;5
t-;No;14
t-bone;No;2
t-c;No;2
t-e-r;No;1
t-g-i-f;No;1
t-h-a-n-g;No;2
t-i-u;No;2
t-o-n-why;No;1
t-o-p;No;1
t-o-why;No;2
t-p;No;1
t-pain;No;10
t-pizzle;No;4
t-r-o-y;No;1
t-r-u-s-t;No;1
t-raw;No;1
t-shirt;No;18
t-shirts;No;8
t-swift;No;4
t-swizzle;No;4
t-swizzy;No;2
t-t-t;No;1
t-t-t-t-turn;No;2
t-t-talks;No;2
t-t-tell;No;1
t-t-text;No;2
t-t-towel;No;1
t-t-town;No;1
t-t-trailer;No;1
t-touch;No;4
t-turn;No;2
t-v;No;1
t4;No;1
ta;No;56
ta&#351&#305r;No;1
ta-da-da-da;No;19
ta-dah-da;No;8
ta-ta;No;9
ta-ta-take;No;4
taa-dow;No;2
tab;No;11
tabacco;No;2
tabasco;No;3
tabatha;No;1
tabernacle;No;2
table;No;180
tablecloth;No;5
tables;No;48
tablet;No;4
tabletops;No;3
tablets;No;3
tabloids;No;1
taboo;No;3
taboos;No;1
tabor;No;1
tabs;No;3
tabular;No;1
tac;No;7
tac-4;No;1
tacchini;No;1
tack;No;5
tackita;No;2
tackle;No;6
tackled;No;1
tacky;No;3
tacna;No;1
taco;No;6
tacos;No;3
tact;No;3
tactful;No;3
tactic;No;1
tactical;No;2
tactics;No;6
tacturned;No;1
tadder;No;1
tadow;No;1
tae;No;1
tae-bo;No;1
taffeta;No;2
tag;No;26
tag-teaming;No;1
tagged;No;2
tags;No;5
tah;No;6
tahh-dum;No;8
tahitian;No;3
tahoe;No;7
tai;No;10
tail;No;40
tail-fin;No;1
tailed;No;1
taillights;No;1
tailor;No;4
tailor-fitted;No;1
tailor-made;No;1
tails;No;25
tailspin;No;1
taint;No;2
tainted;No;15
taipei;No;1
tais;No;1
taiwan;No;1
taj;No;3
tak;No;1
take;Yes;6265
take-off;No;1
take-take;No;7
take-take-take;No;17
takeaway;No;1
taken;Yes;207
takeoff;No;1
taker;No;13
takers;No;4
takes;No;436
taketh;No;3
takin;No;6
taking;Yes;626
tale;No;70
talent;No;32
talented;No;9
talento;No;2
talents;No;5
tales;No;57
talib;No;1
talisman;No;7
talk;No;1201
talk'll;No;2
talkative;No;1
talked;No;71
talker;No;9
talkie;No;1
talkin;No;32
talking;No;903
talks;No;73
tall;No;278
tall-short;No;1
tallapoosa;No;1
taller;No;29
tallest;No;16
talley;No;1
talons;No;4
tamales;No;15
también;No;8
tambourine;No;15
tambourines;No;1
também;No;1
tame;No;36
tamed;No;2
tamer;No;2
tamika;No;11
taming;No;5
tammi;No;1
tammy;No;4
tampa;No;3
tampax;No;2
tamper;No;5
tampering;No;2
tan;No;38
tanadian;No;1
tanay;No;1
tane;No;1
tang;No;8
tangency;No;1
tangent;No;1
tangents;No;4
tangeray;No;2
tangerine;No;8
tangible;No;1
tanging;No;2
tangle;No;2
tangled;No;25
tangles;No;1
tango;No;5
tangy;No;1
tanisha;No;1
tank;No;72
tanked;No;2
tanks;No;6
tanned;No;4
tanqueray;No;19
tanr&#305s&#305;No;1
tantalize;No;4
tantalized;No;2
tantrum;No;13
tantrums;No;4
tanya;No;2
tap;No;56
tap-tap-tapping;No;3
tapdance;No;1
tape;No;86
taped;No;4
tapes;No;12
tapestries;No;1
tapeworm;No;18
tapeworms;No;1
taping;No;4
tapole;No;1
tapped;No;8
tapping;No;16
taps;No;6
taqueria;No;2
tar;No;12
tara;No;17
tarantula;No;1
tarantulas;No;1
tarde;No;1
tardes;No;2
target;No;25
targeting;No;1
targets;No;4
targets'll;No;1
targetting;No;1
tariff;No;2
tariq;No;1
tarnish;No;1
tarnished;No;1
tarot;No;4
tarp;No;2
tarry;No;9
tart;No;3
tarted;No;1
tarts;No;2
tarzan;No;1
tarzie;No;1
tarziu;No;2
tascam;No;1
taser;No;1
task;No;28
tasket;No;1
tasks;No;1
taste;No;376
tasted;No;41
tasteful;No;1
tasteless;No;2
tasters;No;1
tastes;No;21
tasting;No;1
tasty;No;5
tat;No;10
tata;No;2
tate;No;2
taters;No;2
tats;No;3
tatted;No;12
tatted-up;No;1
tattered;No;30
tatterthemalion;No;1
tattle;No;1
tattoo;No;28
tattooed;No;17
tattoos;No;25
tatty;No;2
tau;No;4
taudry;No;1
taught;No;194
taunt;No;9
taunted;No;3
taunting;No;5
taunts;No;3
taurus;No;11
tausend;No;2
tavern;No;1
taw;No;2
tax;No;17
taxed;No;2
taxes;No;13
taxi;No;24
taxing;No;1
taxis;No;2
tay;No;10
taylor;No;23
taz;No;3
tbd;No;2
tc;No;1
tcb;No;4
tcs;No;1
td;No;1
te;No;150
te-ntalnesc;No;1
tea;No;77
teabag;No;1
teach;No;197
teach-er;No;1
teacher;No;77
teaches;No;5
teaching;No;30
teachings;No;1
teacup;No;7
tead;No;9
teak;No;1
teal;No;2
team;No;156
teamed;No;1
teammate;No;1
teams;No;4
teapot;No;1
tear;No;1268
tear-dimmed;No;4
tear-stained;No;1
teardrop;No;13
teardrops;No;57
teardrops're;No;2
tearful;No;4
tearin;No;1
tearing;No;76
tearless;No;1
teary;No;13
teary-eyed;No;1
teas;No;1
tease;No;55
teased;No;3
teaser;No;2
teasin;No;1
teasing;No;13
teatime;No;2
teatlet;No;1
tebe;No;3
tec;No;25
tec-9;No;8
tec-man;No;1
tech;No;12
technically;No;3
technicolor;No;2
technique;No;13
techniques;No;2
techno;No;1
techno-plate;No;1
technological;No;1
technology;No;13
technomarine;No;1
techs;No;1
tecs;No;3
tecum;No;1
ted;No;3
teddy;No;49
teddy-bear;No;1
tedious;No;1
tee;No;14
tee-roubles;No;2
teeming;No;2
teen;No;40
teenage;No;53
teenager;No;15
teenagers;No;6
teenie;No;2
teeno;No;2
teens;No;2
teensie;No;1
teeny;No;12
teepee;No;6
tees;No;2
teeter;No;1
teeter-tottered;No;2
teetering;No;5
teeth;No;185
teething;No;1
teets;No;1
teflon;No;9
teil;No;3
tek;No;5
tek9;No;1
tele;No;4
teledated;No;1
telegram;No;5
telegrams;No;3
telegraph;No;6
telegraphed;No;1
telekinesis;No;1
telepathy;No;1
telephone;No;84
telephones;No;2
telephoning;No;4
telescope;No;7
telescopic;No;1
telestic;No;2
telethon;No;1
teletubie;No;1
televised;No;36
television;No;43
televisions;No;5
tell;Yes;4484
telle;No;2
tellea;No;1
teller;No;8
tellers;No;2
telli;No;1
tellin;No;8
tellin'you;No;1
telling;No;362
tellinâ´;No;2
tells;No;160
telltale;No;2
tellthem;No;4
telly;No;13
tellys;No;1
temblando;No;1
temor;No;4
temped;No;1
temper;No;22
temperament;No;1
temperamental;No;2
temperance;No;2
temperature;No;39
temperatures;No;4
tempered;No;2
tempers;No;3
tempest;No;1
tempestad;No;1
tempestuous;No;1
temping;No;1
templars;No;2
temple;No;27
temples;No;5
tempo;No;41
temporada;No;1
temporarily;No;2
temporary;No;11
temprana;No;2
tempree;No;1
tempt;No;18
temptation;No;51
temptations;No;7
tempted;No;23
tempting;No;22
temptress;No;2
tempts;No;1
ten;No;292
ten-cent;No;2
ten-fold;No;4
ten-room;No;1
ten-thousand;No;1
ten-year;No;1
tenancy;No;1
tencil;No;2
tend;No;44
tendencies;No;4
tendency;No;5
tender;No;194
tenderly;No;35
tenderness;No;34
tending;No;2
tendoroni;No;2
tends;Yes;3
tenement;No;2
tenerife;No;2
tenet;No;1
tenfold;No;4
tengas;No;2
tengo;No;21
tennesse;No;1
tennessee;No;115
tennis;No;9
tenor;No;7
tenors;No;2
tens;No;8
tense;No;13
tensed;No;1
tension;No;22
tensions;No;3
tent;No;14
tentacles;No;1
tenth;No;8
tents;No;4
tequila;No;8
ter;No;2
term;No;12
terminal;No;8
terminate;No;12
terminates;No;1
terminating;No;1
termination;No;2
terminator;No;4
termites;No;1
terms;No;12
tern;No;1
terpsichore;No;3
terrace;No;7
terraces;No;2
terracotta;No;56
terradectacal;No;1
terrain;No;2
terrance;No;1
terre;No;1
terrestrial;No;6
terrible;No;34
terribly;No;5
terrific;No;5
terrifically;No;2
terrified;No;14
terrifies;No;3
terrify;No;5
terrifying;No;3
terrio;No;1
territory;No;10
terror;No;84
terror-stricken;No;1
terrordome;No;2
terrored;No;3
terrorism;No;11
terrorist;No;6
terrorists;No;9
terrorization;No;2
terrorize;No;5
terrorized;No;1
terrors;No;2
terry;No;2
tesla;No;5
tessie;No;1
test;No;167
testament;No;1
testarossa;No;2
tested;No;12
tester;No;1
testicles;No;2
testifier;No;3
testify;No;46
testimony;No;5
testing;No;26
tests;No;2
tethered;No;4
tethers;No;2
teutonic;No;5
tex;No;4
texaco;No;1
texarkana;No;5
texas;No;86
text;No;25
texter;No;1
texting;No;17
texts;No;4
texture;No;4
tgif;No;5
tgod;No;1
th;Yes;3
th-;No;2
th-th-through;No;4
th-that;No;5
tha;No;62
thaaa;No;4
thai;No;2
thalidomide;No;1
thames;No;5
than;Yes;2322
than-thou-could-be-messenger;No;1
than-uh;No;2
thang;No;184
thang-thang;No;1
thangs;No;49
thank;Yes;428
thank-you;No;2
thanked;No;5
thankful;No;51
thankfully;No;1
thanking;No;5
thankless;No;4
thanks;Yes;112
thanksgiving;No;9
thanng;No;1
thanos;No;1
thas;No;1
thast;No;2
that;Yes;28684
that'd;No;14
that'll;Yes;114
that--eh;No;1
that-that;No;4
that`s;No;3
thatching;No;1
thats;Yes;53
thatstop;No;1
thaw;No;1
thawed;No;2
thawing;No;3
the;Yes;102517
the've;No;1
the'x;No;1
the-;No;15
the-dream;No;4
the-e-e-re;No;5
the-er;No;1
theater;No;9
theaters;No;1
theatre;No;5
theatrical;No;1
theatrics;No;1
thee;No;129
theft;No;4
theif;No;1
their;Yes;1649
theirs;Yes;6
theivin;No;1
thell;No;1
them;Yes;5091
them-a;No;1
themand;No;44
themanded;No;1
themanding;No;24
themands;No;11
themba;No;1
theme;No;30
themeaning;No;7
themeanor;No;3
themented;No;6
thementedly;No;1
thementia;No;5
thementias;No;1
themerol;No;12
themigod;No;1
themise;No;15
themitasse;No;1
themm;No;3
themo;No;13
themocide;No;1
themocracies;No;2
themocracy;No;6
themocratic;No;2
themocrats;No;1
themolish;No;1
themolished;No;2
themolition;No;10
themolo;No;1
themon;No;203
themonic;No;9
themontrate;No;3
themontrated;No;3
themontrating;No;1
themontration;No;4
themontrations;No;2
themoraes;No;2
themoralize;No;2
themos;No;3
themostrar;No;1
themself;No;1
themselves;Yes;75
then;Yes;4084
then'll;No;1
then-then;No;1
theodore;No;1
theologians;No;2
theoretically;No;1
theorise;No;1
theorist;No;1
theory;No;3
theraflu;No;9
therapeutic;No;1
therapist;No;2
therapy;No;49
there;Yes;8980
there'd;No;24
there'll;Yes;164
there're;No;8
there've;Yes;5
there-ere-ere-ere;No;8
there/here;No;3
there1972;No;1
there`s;No;4
thereafter;Yes;1
thereby;Yes;3
therefore;Yes;26
theres;Yes;9
thermal;No;3
thermatology;No;1
thermometer;No;1
thermos;No;1
thesaurus;No;1
these;Yes;2368
these're;No;1
thesis;No;1
theta;No;2
thew;No;1
they;Yes;8524
they'd;No;119
they'l;No;1
they'll;Yes;339
they're;Yes;975
they've;Yes;154
they`ll;No;1
they`re;No;1
theyre;Yes;1
theyself;No;6
theyselves;No;1
thick;No;72
thicke;No;1
thicken;No;5
thickening;No;3
thicker;No;16
thickest;No;3
thickly;No;1
thickness;No;1
thief;No;69
thier;No;1
thieve;No;2
thievery;No;1
thieves;No;30
thigh;No;8
thigh-highs;No;1
thighed;No;2
thighs;No;40
thimble;No;1
thin;No;118
thine;No;17
thing;Yes;4308
thing'll;No;4
thing're;No;2
thinga;No;1
thingamajig;No;1
think;Yes;4260
thinker;No;9
thinkers;No;2
thinkin;No;9
thinking;No;789
thinkinâ´;No;3
thinks;No;128
thinner;No;7
thinning;No;1
thins;No;2
third;No;73
thirds;No;1
thirst;No;37
thirsting;No;1
thirsty;No;55
thirteen;No;45
thirteen-twenty;No;1
thirteenth;No;2
thirty;No;64
thirty-eight;No;1
thirty-four;No;1
thirty-nine;No;2
thirty-one;No;1
thirty-six;No;1
thirty-something;No;2
thirty-third;No;2
thirty-three;No;1
thirty-two;No;1
this;Yes;13527
this'll;No;10
this-;No;1
this--your;No;3
this-your;No;1
thispimp;No;2
thistle;No;4
thistles;No;1
tho;No;17
tho't;No;1
thomas;No;18
thompson;No;4
thong;No;5
thongs;No;3
thor;No;18
thorazine;No;3
thorn;No;33
thornbush;No;1
thorns;No;33
thorny;No;2
thorough;No;2
thoroughbred;No;1
thoroughfare;No;4
thoroughly;No;2
those;Yes;1234
thot;No;2
thots;No;6
thou;Yes;103
though;Yes;1032
thoughless;No;1
thought;No;1753
thought'll;No;2
thoughtful;No;3
thoughtfulness;No;1
thoughtless;No;13
thousand;Yes;354
thousand-and-one;No;2
thousand-dollar;No;4
thousands;No;31
thousandth;No;2
thrash;No;6
thrasher;No;1
thrashing;No;15
thre;No;1
thread;No;23
threadbare;No;1
threaded;No;2
threads;No;16
thready;No;2
threat;No;52
threaten;No;15
threatened;No;30
threatening;No;7
threatens;No;3
threatin;No;1
threats;No;4
three;No;689
three-;No;2
three-day;No;3
three-eighty;No;1
three-hundred;No;3
three-inch;No;1
three-line;No;1
three-piece;No;1
three-quarter;No;2
three-way;No;2
threes;No;5
threesome;No;5
threshing;No;3
threw;No;118
thrice;No;2
thrift;No;1
thrifty;No;5
thrill;No;219
thrilla;No;1
thrillable;No;2
thrilled;No;11
thriller;No;43
thriller1982;No;7
thrillin'est;No;2
thrilling;No;9
thrillingly;No;1
thrillinthem;No;1
thrills;No;59
thriough;No;2
thrity-five;No;1
thrive;No;6
thrived;No;1
thriving;No;7
throat;No;124
throated;No;1
throatoh;No;2
throats;No;11
throb;No;2
throbbing;No;6
throes;No;3
throne;No;94
thrones;No;5
throng;No;3
throttle;No;9
through;Yes;3794
through-the-roof;No;1
throughout;Yes;38
throughput;No;2
throught;No;4
throw;No;618
throw-away;No;1
throwbacks;No;2
throwed;No;7
throwin;No;2
throwing;No;121
thrown;No;68
thrown-out;No;2
throws;No;30
thru;Yes;34
thrust;No;8
thrusting;No;2
thud;No;4
thug;No;77
thugged;No;3
thuggin;No;1
thugging;No;9
thugs;No;44
thulani;No;1
thumb;No;36
thumbed;No;3
thumbin;No;1
thumbing;No;10
thumbs;No;5
thump;No;13
thumped;No;1
thumper;No;1
thumping;No;15
thumps;No;2
thunder;No;238
thunderball;No;9
thunderbird;No;2
thunderbolt;No;1
thunderclap;No;3
thundered;No;1
thunderer;No;2
thundering;No;3
thunderous;No;2
thunderously;No;1
thunders;No;4
thunderstorm;No;3
thunderstorms;No;15
thunk;No;3
thurr;No;1
thursday;No;63
thus;Yes;22
thutmose;No;1
thx;No;2
thy;No;157
thyme;No;1
thyroid;No;2
thyself;No;4
ti;No;25
tiara;No;2
tiberias;No;2
tiberius;No;4
tibet;No;2
tibias;No;1
tic;No;7
tic-tac-toe;No;5
tic-tock;No;1
tical;No;2
tick;No;117
tick-a-ti-tick;No;1
tick-no;No;1
tick-tock;No;10
ticked;No;3
ticker;No;1
ticket;No;80
tickets;No;20
tickety;No;2
ticking;No;59
tickity-tock;No;1
tickle;No;3
tickled;No;3
tickles;No;2
tickling;No;5
ticks;No;7
ticky;No;5
ticky-tock;No;2
ticonderoga;No;1
tics;No;1
tidal;No;10
tide;No;83
tides;No;19
tidewater;No;2
tiding;No;1
tidings;No;7
tidy;No;5
tie;No;148
tie-dye;No;1
tied;No;116
tiempo;No;2
tienanmen;No;2
tiene;No;18
tienen;No;1
tienes;No;4
tier;No;2
tierra;No;3
tiers;No;1
ties;No;37
tiffany;No;9
tiffany-twisted;No;1
tig;No;1
tiger;No;61
tigers;No;15
tight;No;509
tight--let;No;1
tight-rope;No;1
tighten;No;13
tightenin;No;1
tightening;No;2
tightens;No;1
tighter;No;24
tightest;No;1
tightly;No;24
tightness;No;4
tightrope;No;6
tights;No;10
tigris;No;1
tiki;No;2
til;Yes;151
tila;No;17
tile;No;3
tiles;No;2
till;No;902
tillit;No;2
tills;No;5
tillâ´;No;1
tilt;No;6
tilted;No;8
tilting;No;2
tilts;No;6
tim;No;15
timb;No;1
timbaland;No;7
timber;No;14
timberland;No;2
timbers;No;1
timble;No;1
timbo;No;7
timbos;No;1
timbs;No;2
timbuktu;No;4
time;Yes;8836
time'll;No;2
time+;No;1
time-;No;1
time-check;No;1
time-honored;No;1
time-off;No;3
time-out;No;2
time-share;No;1
time-traveling;No;2
timeand;No;1
timeber;No;1
timeless;No;14
timer;No;1
timex;No;3
timid;No;2
timing;No;22
timmy;No;1
timothy;No;4
tims;No;2
tin;No;20
tina;No;18
tincture;No;1
tine;No;3
ting;No;9
tinged;No;1
tingle;No;7
tingles;No;1
tingling;No;1
tings;No;2
tiniest;No;2
tinker;No;5
tinkling;No;2
tinkrem;No;2
tins;No;3
tinsel;No;8
tint;No;10
tinted;No;9
tinting;No;3
tints;No;6
tiny;No;77
tio;No;1
tip;Yes;71
tip-tapper;No;4
tip-tippy-toppy;No;2
tip-toe;No;5
tip-toeing;No;1
tip-top;No;5
tipo;No;7
tipped;No;7
tipper;No;1
tipperary;No;3
tippin;No;1
tipping;No;5
tippy;No;7
tips;No;34
tipsy;No;5
tiptoe;No;12
tiptoed;No;1
tiranizados;No;1
tire;No;22
tired;No;582
tireless;No;1
tirelessly;No;2
tires;No;20
tiresome;No;1
tirili;No;4
tiring;No;1
tiro;No;1
tis;No;5
tisket;No;1
tisn't;No;2
tissue;No;9
tissues;No;5
tit;No;39
titan;No;1
titania;No;1
titanic;No;3
titanium;No;8
titans;No;2
tithes;No;1
titilations;No;1
title;No;8
titles;No;3
tito;No;2
titos;No;1
titties;No;19
tittle;No;1
titty;No;6
titty-fucking;No;1
tivo;No;4
tizeam;No;2
tizime;No;1
tizzy;No;1
tko;No;1
tlc;No;8
tmz;No;1
tnt;No;24
to;Yes;56611
to-o;No;1
toadstools;No;1
toast;No;98
toast-slangers;No;1
toasted;No;1
toaster;No;2
toasters;No;2
toasties;No;1
toasting;No;4
tobacco;No;12
tobago;No;1
tobogganing;No;1
tobruc;No;2
toc;No;1
tocapillo;No;1
tocar;No;1
toching;No;1
tock;No;47
tod;No;5
toda;No;6
toda-ay;No;1
todas;No;4
todavía;No;2
today;No;957
today-ay-ay;No;1
todd;No;9
toddler;No;1
toddlers;No;1
toddling;No;3
toddy;No;4
todo;No;4
todos;No;8
toduce;No;1
toe;No;176
toe-tag;No;1
toe-to-toe;No;1
toffees;No;1
toga;No;2
together;Yes;1190
togheter;No;1
toi;No;4
toil;No;23
toilet;No;26
toilets;No;4
toils;No;11
tok;No;3
toke;No;7
token;No;19
tokes;No;3
toking;No;7
tokyo;No;12
told;No;1324
toldthem;No;2
toledo;No;3
tolerance;No;11
tolerate;No;10
tolerated;No;1
toleration;No;2
toll;No;43
tolled;No;1
tolling;No;1
tolls;No;6
tom;No;80
tom-boy;No;2
tom-tom;No;1
toma;No;4
tomahawk;No;1
tomando;No;2
tomarlo;No;1
tomatoe;No;4
tomatos;No;1
tomb;No;32
tomboy;No;2
tombs;No;2
tombstone;No;7
tombstones;No;4
tome;No;2
tomlinson;No;1
tommorow;No;1
tommy;No;33
tomo;No;1
tomorr;No;1
tomorra;No;1
tomorrow;No;737
tomorrows;No;25
toms;No;1
ton;No;17
tone;No;57
toned;No;5
toners;No;1
tones;No;8
tongue;No;169
tongue'll;No;1
tongue-in-cheek;No;1
tongue-tied;No;2
tongued;No;6
tongues;No;16
tonic;No;3
tonigh;No;3
tonight;No;2111
tonight&quot;No;2
tonight-;No;2
tonight-i;No;1
tonight-i'm;No;1
tonight-so;No;1
tonightyeah;No;3
tonite;No;26
tonk;No;13
tonka;No;3
tonks;No;1
tonky;No;1
tonne;No;6
tons;No;18
tonsils;No;3
tony;No;38
tony-touch;No;2
too;Yes;4082
too--tight;No;1
too-dup;No;1
too-late-son;No;1
too-look;No;1
too-woo;No;2
toodle-loo;No;1
tooey;No;4
toohaha;No;1
took;Yes;1014
tooken;No;5
tool;No;17
tool-box-es;No;1
toolbox;No;2
toolkit;No;1
tools;No;25
toop;No;1
toosh;No;1
toot;No;19
tooted;No;1
tooth;No;54
toothace;No;2
toothache;No;1
toothbrush;No;2
toothbrushes;No;2
toothless;No;8
toothpaste;No;1
toothpick;No;3
toothpicks;No;1
tooting;No;1
toots;No;1
tootsie;No;3
top;No;717
top-down;No;1
top-gun;No;2
top-notch;No;2
top-selling;No;1
topic;No;5
topless;No;6
topp;No;1
topped;No;2
topper;No;2
toppest;No;1
topping;No;5
topple;No;1
toppled;No;1
toppling;No;2
tops;No;40
topsail;No;3
topshop;No;1
toque;No;1
torch;No;22
torches;No;13
torching;No;3
tore;No;49
tori;No;1
torment;No;24
tormented;No;3
tormenting;No;5
torments;No;5
torn;No;148
tornado;No;14
torno;No;1
toro;No;12
toronto;No;5
torpedo;No;1
torrent;No;2
torres;No;1
torso;No;6
torsos;No;3
tortoise;No;1
torture;No;77
tortured;No;14
torturer;No;2
tortures;No;6
torturing;No;2
torturous;No;3
tos;No;1
toss;No;51
tossed;No;24
tossing;No;18
tot;No;3
total;No;47
totalitarian;No;3
totally;No;22
tote;No;2
totem;No;7
toting;No;16
tots;No;10
totter;No;1
tottering;No;1
totus;No;1
tou;No;3
touch;No;973
touch-and-go;No;6
touch-tone;No;1
touchable;No;1
touchdown;No;4
touche;No;3
touched;No;125
touches;No;19
touchin;No;4
touching;No;114
touchshriek;No;4
touchy;No;3
touché;No;1
tough;No;153
toughen;No;1
tougher;No;9
toughest;No;4
toughness;No;2
tought;No;2
toujours;No;2
tounge;No;1
tour;No;62
tourette;No;1
touring;No;4
tourist;No;3
tourists;No;5
tournament;No;1
tournaments;No;1
tournier;No;2
tourniquet;No;13
tours;No;9
tous;No;2
tousled;No;2
tout;No;14
touted;No;1
tov;No;4
tow;No;17
toward;Yes;39
towards;Yes;48
towed;No;1
towel;No;15
towels;No;2
tower;No;30
towering;No;6
towers;No;24
town;No;1186
town-folk;No;1
townah;No;1
towns;No;16
townsmen;No;1
