artist_name;symbol;token_count;index_symbol_artist
Red Hot Chilli Peppers;weed/drugs/booze;3;32
Sex Pistols;love/tender;105;1
Sex Pistols;people;68;2
Sex Pistols;sentiment;47;3
Sex Pistols;part of body;43;4
Sex Pistols;killing;39;5
Sex Pistols;God/Christ;28;6
Sex Pistols;bad words;23;7
Sex Pistols;day;22;8
Sex Pistols;authority/power;18;9
Sex Pistols;life;16;10
Sex Pistols;death;14;11
Sex Pistols;dream;10;12
Sex Pistols;suffering;9;13
Sex Pistols;destruction;8;14
Sex Pistols;time references;8;15
Sex Pistols;night;7;16
Sex Pistols;city;5;17
Sex Pistols;money;5;18
Sex Pistols;nature;5;19
Sex Pistols;freedom;4;20
Sex Pistols;cities;3;21
Sex Pistols;insane;3;22
Sex Pistols;war/weapons;3;23
Skrillex;people;187;1
Skrillex;bad words;107;2
Skrillex;bitch;63;3
Skrillex;part of body;62;4
Skrillex;love/tender;59;5
Skrillex;sentiment;59;6
Skrillex;killing;45;7
Skrillex;hell;38;8
Skrillex;authority/power;27;9
Skrillex;night;27;10
Skrillex;fire;25;11
Skrillex;suffering;25;12
Skrillex;life;18;13
Skrillex;day;14;14
Skrillex;nature;14;15
Skrillex;city;13;16
Skrillex;death;12;17
Skrillex;God/Christ;11;18
Skrillex;war/weapons;7;19
Skrillex;darkness;6;20
Skrillex;money;5;21
Skrillex;cities;4;22
Skrillex;insane;4;23
Skrillex;time references;4;24
Skrillex;the hood;3;25
Slipknot;bad words;363;1
Slipknot;death;256;2
Slipknot;part of body;229;3
Slipknot;sentiment;228;4
Slipknot;life;219;5
Slipknot;people;188;6
Slipknot;suffering;130;7
Slipknot;killing;118;8
Slipknot;love/tender;76;9
Slipknot;fire;73;10
Slipknot;time references;72;11
Slipknot;hell;62;12
Slipknot;day;45;13
Slipknot;hate;45;14
Slipknot;insane;44;15
Slipknot;freedom;42;16
Slipknot;God/Christ;38;17
Slipknot;war/weapons;38;18
Slipknot;bitch;28;19
Slipknot;destruction;23;20
Slipknot;dream;21;21
Slipknot;night;21;22
Slipknot;cities;15;23
Slipknot;darkness;13;24
Slipknot;authority/power;7;25
Slipknot;money;6;26
Slipknot;nature;6;27
Slipknot;crime;5;28
Snoop Dogg;nigga;2137;1
Snoop Dogg;bad words;1899;2
Snoop Dogg;people;1519;3
Snoop Dogg;love/tender;1316;4
Snoop Dogg;bitch;1142;5
Snoop Dogg;part of body;958;6
Snoop Dogg;the hood;506;7
Snoop Dogg;life;494;8
Snoop Dogg;sentiment;480;9
Snoop Dogg;money;390;10
Snoop Dogg;day;363;11
Snoop Dogg;God/Christ;353;12
Snoop Dogg;time references;295;13
Snoop Dogg;city;225;14
Snoop Dogg;night;185;15
Snoop Dogg;death;184;16
Snoop Dogg;weed/drugs/booze;168;17
Snoop Dogg;insane;166;18
Snoop Dogg;war/weapons;165;19
Snoop Dogg;nature;135;20
Snoop Dogg;authority/power;133;21
Snoop Dogg;suffering;128;22
Snoop Dogg;crime;117;23
Snoop Dogg;hate;117;24
Snoop Dogg;killing;99;25
Snoop Dogg;hell;88;26
Snoop Dogg;fire;83;27
Snoop Dogg;freedom;60;28
Snoop Dogg;dream;53;29
Snoop Dogg;cities;30;30
Snoop Dogg;darkness;29;31
Snoop Dogg;sex;22;32
Snoop Dogg;destruction;14;33
System Of A Down;people;251;1
System Of A Down;part of body;175;2
System Of A Down;death;125;3
System Of A Down;life;122;4
System Of A Down;nature;113;5
System Of A Down;bad words;112;6
System Of A Down;sentiment;94;7
System Of A Down;day;61;8
System Of A Down;hell;58;9
System Of A Down;love/tender;56;10
System Of A Down;insane;53;11
System Of A Down;war/weapons;49;12
System Of A Down;freedom;41;13
System Of A Down;dream;40;14
System Of A Down;time references;36;15
System Of A Down;nigga;34;16
System Of A Down;God/Christ;31;17
System Of A Down;authority/power;30;18
System Of A Down;suffering;27;19
System Of A Down;weed/drugs/booze;23;20
System Of A Down;killing;18;21
System Of A Down;fire;14;22
System Of A Down;city;13;23
System Of A Down;bitch;12;24
System Of A Down;night;12;25
System Of A Down;crime;9;26
System Of A Down;darkness;8;27
System Of A Down;hate;6;28
System Of A Down;money;6;29
System Of A Down;cities;5;30
System Of A Down;sex;5;31
Taylor Swift;love/tender;814;1
Taylor Swift;part of body;501;2
Taylor Swift;people;473;3
Taylor Swift;sentiment;325;4
Taylor Swift;night;225;5
Taylor Swift;time references;223;6
Taylor Swift;day;194;7
Taylor Swift;life;176;8
Taylor Swift;insane;126;9
Taylor Swift;dream;114;10
Taylor Swift;suffering;102;11
Taylor Swift;city;77;12
Taylor Swift;nature;77;13
Taylor Swift;God/Christ;63;14
Taylor Swift;fire;54;15
Taylor Swift;hate;53;16
Taylor Swift;darkness;52;17
Taylor Swift;death;47;18
Taylor Swift;freedom;39;19
Taylor Swift;war/weapons;31;20
Taylor Swift;authority/power;28;21
Taylor Swift;killing;26;22
Taylor Swift;cities;18;23
Taylor Swift;hell;13;24
Taylor Swift;money;13;25
Taylor Swift;weed/drugs/booze;13;26
Taylor Swift;bad words;10;27
Taylor Swift;the hood;10;28
Taylor Swift;crime;7;29
Taylor Swift;destruction;5;30
Taylor Swift;bitch;3;31
The Clash;people;336;1
The Clash;city;210;2
The Clash;war/weapons;164;3
The Clash;part of body;130;4
The Clash;life;97;5
The Clash;time references;92;6
The Clash;death;88;7
The Clash;sentiment;81;8
The Clash;suffering;74;9
The Clash;love/tender;65;10
The Clash;night;64;11
The Clash;day;57;12
The Clash;cities;53;13
The Clash;fire;52;14
The Clash;money;51;15
The Clash;freedom;49;16
The Clash;hate;44;17
The Clash;the hood;40;18
The Clash;crime;39;19
The Clash;killing;36;20
The Clash;nature;35;21
The Clash;authority/power;28;22
The Clash;hell;24;23
The Clash;insane;18;24
The Clash;God/Christ;17;25
The Clash;darkness;12;26
The Clash;bad words;11;27
The Clash;weed/drugs/booze;9;28
The Clash;dream;6;29
The Cure;part of body;464;1
The Cure;love/tender;357;2
The Cure;sentiment;278;3
The Cure;people;242;4
The Cure;time references;196;5
The Cure;night;153;6
The Cure;nature;146;7
The Cure;dream;137;8
The Cure;suffering;128;9
The Cure;fire;123;10
The Cure;day;122;11
The Cure;death;113;12
The Cure;life;104;13
The Cure;darkness;37;14
The Cure;killing;21;15
The Cure;hate;16;16
The Cure;war/weapons;15;17
The Cure;bad words;14;18
The Cure;city;10;19
The Cure;freedom;10;20
The Cure;God/Christ;10;21
The Cure;hell;8;22
The Cure;cities;7;23
The Cure;authority/power;5;24
The Cure;insane;5;25
The Cure;destruction;3;26
The Cure;sex;3;27
The Eagles;love/tender;238;1
The Eagles;people;212;2
The Eagles;sentiment;137;3
The Eagles;night;132;4
The Eagles;time references;107;5
The Eagles;part of body;104;6
The Eagles;day;90;7
The Eagles;life;80;8
The Eagles;suffering;73;9
The Eagles;nature;66;10
The Eagles;city;55;11
The Eagles;dream;31;12
The Eagles;God/Christ;23;13
The Eagles;death;22;14
The Eagles;darkness;19;15
The Eagles;insane;19;16
The Eagles;freedom;18;17
The Eagles;hell;18;18
The Eagles;fire;15;19
The Eagles;money;11;20
The Eagles;cities;8;21
The Eagles;authority/power;7;22
The Eagles;killing;7;23
The Eagles;war/weapons;5;24
The Eagles;crime;3;25
The White Strips;people;262;1
The White Strips;love/tender;184;2
The White Strips;part of body;131;3
The White Strips;sentiment;74;4
The White Strips;nature;73;5
The White Strips;day;35;6
The White Strips;suffering;20;7
The White Strips;money;19;8
The White Strips;God/Christ;18;9
The White Strips;city;15;10
The White Strips;time references;15;11
The White Strips;death;14;12
The White Strips;hell;14;13
The White Strips;night;13;14
The White Strips;life;10;15
The White Strips;war/weapons;10;16
The White Strips;insane;9;17
The White Strips;dream;5;18
The White Strips;fire;5;19
The White Strips;hate;5;20
The White Strips;authority/power;3;21
The White Strips;destruction;3;22
