artist_name;song_title
Evanescence;A New Way To Bleed
Evanescence;All That I'm Living For
Evanescence;Anything For You
Evanescence;Anywhere
Evanescence;Artifact / The Turn
Evanescence;Away From Me
Evanescence;Before The Dawn
Evanescence;Better Without You
Evanescence;Bleed (I Must Be Dreaming)
Evanescence;Blind Belief
Evanescence;Breathe No More
Evanescence;Bring Me To Life
Evanescence;Bring Me To Life (Synthesis)
Evanescence;Broken Pieces Shine
Evanescence;Call Me When You're Sober
Evanescence;Cloud Nine
Evanescence;Disappear
Evanescence;End Of The Dream
Evanescence;Erase This
Evanescence;Even In Death
Evanescence;Even In Death (2016 Version)
Evanescence;Everybody's Fool
Evanescence;Exodus
Evanescence;Far From Heaven
Evanescence;Farther Away
Evanescence;Feeding The Dark
Evanescence;Field Of Innocence
Evanescence;Forever Gone, Forever You
Evanescence;Forgive Me
Evanescence;Give Unto Me
Evanescence;Going Under
Evanescence;Good Enough
Evanescence;Goodnight
Evanescence;Haunted
Evanescence;Haunted (Demo)
Evanescence;Heart Shaped Box
Evanescence;Hello
Evanescence;Hi-Lo
Evanescence;If You Don't Mind
Evanescence;Imaginary
Evanescence;Imaginary
Evanescence;Imaginary
Evanescence;Imperfection
Evanescence;It Was All A Lie
Evanescence;Lacrymosa
Evanescence;Lacrymosa
Evanescence;Lies
Evanescence;Like You
Evanescence;Listen To The Rain
Evanescence;Lithium
Evanescence;Lose Control
Evanescence;Lost in Paradise
Evanescence;Lost Whispers
Evanescence;Made Of Stone
Evanescence;Missing
Evanescence;My Heart Is Broken
Evanescence;My Heart Is Broken
Evanescence;My Immortal
Evanescence;My Immortal
Evanescence;My Last Breath
Evanescence;Never Go Back
Evanescence;Oceans
Evanescence;October
Evanescence;Origin
Evanescence;Part Of Me
Evanescence;Say You Will
Evanescence;Secret Door
Evanescence;Sick
Evanescence;Snow White Queen
Evanescence;So Close
Evanescence;Solitude
Evanescence;Surrender
Evanescence;Sweet Sacrifice
Evanescence;Swimming Home
Evanescence;Take Cover
Evanescence;Taking Over Me
Evanescence;The Chain
Evanescence;The Change
Evanescence;The End Of The Dream
Evanescence;The Game Is Over
Evanescence;The Last Song I'm Wasting On You
Evanescence;The Only One
Evanescence;The Other Side
Evanescence;Thoughtless
Evanescence;Together Again
Evanescence;Tourniquet
Evanescence;Understanding (Wash It All Away)
Evanescence;Untitled (You Can't Kill The Me In You)
Evanescence;Use My Voice
Evanescence;Wasted On You
Evanescence;Weight Of The World
Evanescence;What You Want
Evanescence;Where Will You Go
Evanescence;Whisper
Evanescence;Whisper
Evanescence;Yeah Right
Evanescence;You
Evanescence;Your Star
Evanescence;Zero
