artist_name;song_title
Spice Girls;2 Become 1
Spice Girls;2 Become 1
Spice Girls;Baby Come Round
Spice Girls;Bumper To Bumper
Spice Girls;Denying
Spice Girls;Do It
Spice Girls;Do You Think About Me?
Spice Girls;Don't Break My Heart
Spice Girls;Get Down With Me
Spice Girls;Goodbye
Spice Girls;Headlines (Friendship Never Ends)
Spice Girls;Holler
Spice Girls;If You Can't Dance
Spice Girls;If You Wanna Have Some Fun
Spice Girls;Last Time Lover
Spice Girls;Leader Of The Gang
Spice Girls;Let Love Lead The Way
Spice Girls;Love Thing
Spice Girls;Mama
Spice Girls;Move Over
Spice Girls;My Strongest Suit
Spice Girls;Naked
Spice Girls;Never Give Up On The Good Times
Spice Girls;One Of These Girls
Spice Girls;Outer Space Girls
Spice Girls;Oxygen
Spice Girls;Right Back At Ya
Spice Girls;Saturday Night Divas
Spice Girls;Say You'll Be There
Spice Girls;Something Kinda Funny
Spice Girls;Song For Her
Spice Girls;Spice Invaders
Spice Girls;Spice Up Your Life
Spice Girls;Step To Me
Spice Girls;Stop
Spice Girls;Take Me Home
Spice Girls;Tell Me Why
Spice Girls;The Lady Is A Vamp
Spice Girls;Time Goes By
Spice Girls;Too Much
Spice Girls;Viva Forever
Spice Girls;Voodoo
Spice Girls;Walk Of Life
Spice Girls;Walking On Air
Spice Girls;Wannabe
Spice Girls;Wasting My Time
Spice Girls;Weekend Love
Spice Girls;Who Do You Think You Are?
