artist_name;song_title
The Cure;(I Don't Know What's Going) On
The Cure;10.15 Saturday Night
The Cure;39
The Cure;A Boy I Never Knew
The Cure;A Chain Of Flowers
The Cure;A Forest
The Cure;A Japanese Dream
The Cure;A Letter To Elise
The Cure;A Man Inside My Mouth
The Cure;A Night Like This
The Cure;A Short Term Effect
The Cure;A Strange Day
The Cure;A Thousand Hours
The Cure;Accuracy
The Cure;All Cats Are Grey
The Cure;All I Want
The Cure;Alt.end
The Cure;Anniversary
The Cure;Another Day
The Cure;Apart
The Cure;At Night
The Cure;Bananafishbones
The Cure;Bare
The Cure;Before Three
The Cure;Bird Mad Girl
The Cure;Bloodflowers
The Cure;Boys Don't Cry
The Cure;Burn
The Cure;Catch
The Cure;Charlotte Sometimes
The Cure;Close To Me
The Cure;Closedown
The Cure;Club America
The Cure;Cold
The Cure;Cut
The Cure;Cut Here
The Cure;Disintegration
The Cure;Doing The Unstuck
The Cure;Doubt
The Cure;Dressing Up
The Cure;End
The Cure;Faded Smiles
The Cure;Faith
The Cure;Fake
The Cure;Fascination Street
The Cure;Fight
The Cure;Fire In Cairo
The Cure;Foxy Lady
The Cure;Freakshow
The Cure;Friday I'm In Love
The Cure;From The Edge Of The Deep Green Sea
The Cure;Give Me It
The Cure;Going Nowhere
The Cure;Gone!
The Cure;Grinding Halt
The Cure;Hello Goodbye
The Cure;Heroin Face
The Cure;Hey You!!!
The Cure;High
The Cure;Homesick
The Cure;Hot Hot Hot!!!
The Cure;How Beautiful You Are
The Cure;I Dig You
The Cure;I Just Need Myself
The Cure;I Want To Be Old
The Cure;I'm A Cult Hero
The Cure;I'm Cold
The Cure;Icing Sugar
The Cure;If Only Tonight We Could Sleep
The Cure;In Your House
The Cure;Inbetween Days
The Cure;It Can Never Be The Same
The Cure;It's Not You
The Cure;It's Over
The Cure;Jumping Someone Else's Train
The Cure;Jupiter Crash
The Cure;Just Like Heaven
The Cure;Just One Kiss
The Cure;Just Say Yes
The Cure;Killing An Arab
The Cure;Kyoto Song
The Cure;Labyrinth
The Cure;Lament
The Cure;Last Dance
The Cure;Let's Go To Bed
The Cure;Like Cockatoos
The Cure;Lost
The Cure;Lovesong
The Cure;Lullaby
The Cure;M
The Cure;Maybe Someday
The Cure;Meathook
The Cure;Mint Car
The Cure;Mr. Pink Eyes
The Cure;Never
The Cure;Never Enough
The Cure;Numb
The Cure;Object
The Cure;One Hundred Years
The Cure;One More Time
The Cure;Open
The Cure;Other Voices
The Cure;Out Of This World
The Cure;Pictures Of You
The Cure;Piggy In The Mirror
The Cure;Pirate Ships
The Cure;Plainsong
The Cure;Plastic Passion
The Cure;Play For Today
The Cure;Play With Me
The Cure;Pornography
The Cure;Prayers For Rain
The Cure;Primary
The Cure;Push
The Cure;Return
The Cure;Round And Round And Round...
The Cure;Screw
The Cure;Secrets
The Cure;Seventeen Seconds
The Cure;Shake Dog Shake
The Cure;Shiver And Shake
The Cure;Siamese Twins
The Cure;Sinking
The Cure;Sirensong
The Cure;Six Different Ways
The Cure;Sleep When I'm Dead
The Cure;So What?
The Cure;Speak My Language
The Cure;Step Into The Light
The Cure;Stop Dead
The Cure;Strange Attraction
The Cure;Subway Song
The Cure;Switch
The Cure;Taking Off
The Cure;The 13th
The Cure;The Baby Screams
The Cure;The Blood
The Cure;The Caterpillar
The Cure;The Cocktail Party
The Cure;The Dream
The Cure;The Drowning Man
The Cure;The Empty World
The Cure;The End Of The World
The Cure;The Exploding Boy
The Cure;The Figurehead
The Cure;The Funeral Party
The Cure;The Hanging Garden
The Cure;The Holy Hour
The Cure;The Hungry Ghost
The Cure;The Kiss
The Cure;The Last Day Of Summer
The Cure;The Loudest Sound
The Cure;The Lovecats
The Cure;The Only One
The Cure;The Perfect Boy
The Cure;The Perfect Girl
The Cure;The Promise
The Cure;The Real Snow White
The Cure;The Reasons Why
The Cure;The Same Deep Water As You
The Cure;The Scream
The Cure;The Snakepit
The Cure;The Top
The Cure;The Upstairs Room
The Cure;The Walk
The Cure;There Is No If...
The Cure;This Is A Lie
The Cure;This Morning
The Cure;This. Here And Now. With You
The Cure;Three
The Cure;Three Imaginary Boys
The Cure;To Wish Impossible Things
The Cure;Torture
The Cure;Trap
The Cure;Treasure
The Cure;Trust
The Cure;Truth, Goodness And Beauty
The Cure;Underneath The Stars
The Cure;Untitled
The Cure;Us Or Them
The Cure;Wailing Wall
The Cure;Want
The Cure;Watching Me Fall
The Cure;Wendy Time
The Cure;Where The Birds Always Sing
The Cure;Why Can't I Be You?
The Cure;Winter
The Cure;World War
The Cure;Wrong Number
