artist_name;song_title
Slipknot;(515)
Slipknot;(sic)
Slipknot;742617000027
Slipknot;A Liar's Funeral
Slipknot;All Hope Is Gone
Slipknot;All Out Life
Slipknot;AOV
Slipknot;Be Prepared For Hell
Slipknot;Before I Forget
Slipknot;Birth Of The Cruel
Slipknot;Butcher's Hook
Slipknot;Carve
Slipknot;Child Of Burning Time
Slipknot;Circle
Slipknot;Coleslaw
Slipknot;Confessions
Slipknot;Critical Darling
Slipknot;Custer
Slipknot;Danger - Keep Away (Full-Length Version)
Slipknot;Danger, Keep Away
Slipknot;Dead Memories
Slipknot;Death Because Of Death
Slipknot;Despise
Slipknot;Diluted
Slipknot;Disasterpiece
Slipknot;Do Nothing/Bitchslap
Slipknot;Dogfish Rising
Slipknot;Don't Get Close
Slipknot;Duality
Slipknot;Eeyore
Slipknot;Everything Ends
Slipknot;execute
Slipknot;Eyeless
Slipknot;Frail Limb Nursery
Slipknot;Gehenna
Slipknot;Gematria (The Killing Name)
Slipknot;Gently
Slipknot;Gently
Slipknot;Get This
Slipknot;Goodbye
Slipknot;I Am Hated
Slipknot;If Rain Is What You Want
Slipknot;Insert Coin
Slipknot;Interloper
Slipknot;Iowa
Slipknot;Killers are Quiet
Slipknot;Killpop
Slipknot;Lech
Slipknot;Left Behind
Slipknot;Liberate
Slipknot;Me Inside
Slipknot;Metabolic
Slipknot;My Pain
Slipknot;My Plague
Slipknot;My Plague (New Abuse Mix)
Slipknot;Nature
Slipknot;Nero Forte
Slipknot;New Abortion
Slipknot;No Life
Slipknot;Nomadic
Slipknot;Not Long For This World
Slipknot;Only One
Slipknot;Only One
Slipknot;Orphan
Slipknot;Override
Slipknot;Part Of Me
Slipknot;People = Shit
Slipknot;Prelude 3.0
Slipknot;Prosthetics
Slipknot;Psychosocial
Slipknot;Pulse Of The Maggots
Slipknot;Purity
Slipknot;Red Flag
Slipknot;Sarcastrophe
Slipknot;Scissors
Slipknot;Scream
Slipknot;Skeptic
Slipknot;Skin Ticket
Slipknot;Slipknot
Slipknot;Snap
Slipknot;Snuff
Slipknot;Solway Firth
Slipknot;Some Feel
Slipknot;Spiders
Slipknot;Spit It Out
Slipknot;Sulfur
Slipknot;Surfacing
Slipknot;Tattered And Torn
Slipknot;The Blister Exists
Slipknot;The Burden
Slipknot;The Devil In I
Slipknot;The Heretic Anthem
Slipknot;The Nameless
Slipknot;The Negative One
Slipknot;The One That Kills The Least
Slipknot;The Opium Of The People
Slipknot;The Shape
Slipknot;The Virus Of Life
Slipknot;This Cold Black
Slipknot;Three Nil
Slipknot;Til We Die
Slipknot;Unsainted
Slipknot;Vendetta
Slipknot;Vermilion
Slipknot;Vermilion (Terry Date Mix)
Slipknot;Vermilion Pt. 2 (Bloodstone Mix)
Slipknot;Vermilion, Pt. 2
Slipknot;Wait And Bleed
Slipknot;Welcome
Slipknot;Wherein Lies Continue
Slipknot;XIX
