artist_name;song_title
Pantera;10's
Pantera;13 Steps To Nowhere
Pantera;25 Years
Pantera;5 Minutes Alone
Pantera;5 Minutes Alone
Pantera;A New Level
Pantera;All Over Tonight
Pantera;Avoid The Light
Pantera;Becoming
Pantera;Becoming
Pantera;Biggest Part Of Me
Pantera;Burnnn
Pantera;By Demons Be Driven
Pantera;Cat Scratch Fever
Pantera;Cemetery Gates
Pantera;Clash With Reality
Pantera;Come-on Eyes
Pantera;Cowboys From Hell
Pantera;D*G*T*T*M
Pantera;Daughters Of The Queen
Pantera;Death Rattle
Pantera;Death Trap
Pantera;Domination
Pantera;Domination / Hollow
Pantera;Down Below
Pantera;Drag The Waters
Pantera;Floods
Pantera;Forever Tonight
Pantera;Fucking Hostile
Pantera;Goddamn Electric
Pantera;Good Friends And A Bottle Of Pills
Pantera;Hard Lines, Sunken Cheeks
Pantera;Hard Ride
Pantera;Heavy Metal Rules!
Pantera;Hellbound
Pantera;Heresy
Pantera;Hollow
Pantera;Hot And Heavy
Pantera;I Am The Night
Pantera;I Can't Hide
Pantera;I'll Cast A Shadow
Pantera;I'm Broken
Pantera;I'm Broken
Pantera;Immortally Insane
Pantera;It Makes Them Disappear
Pantera;Killers
Pantera;Like Fire
Pantera;Live In A Hole
Pantera;Living Through Me (Hells' Wrath)
Pantera;Medicine Man
Pantera;Message In Blood
Pantera;Metal Magic
Pantera;Mouth For War
Pantera;New Level
Pantera;No Good (Attack The Radical)
Pantera;Nothin' On (But The Radio)
Pantera;Only A Heartbeat Away
Pantera;Onward We Rock!
Pantera;Over And Out
Pantera;"P.S.T.&quot;88&quot;"
Pantera;Piss
Pantera;Planet Caravan
Pantera;Power Metal
Pantera;Primal Concrete Sledge
Pantera;Proud To Be Loud
Pantera;Psycho Holiday
Pantera;Regular People (Conceit)
Pantera;Revolution Is My Name
Pantera;Ride My Rocket
Pantera;Right On The Edge
Pantera;Rise
Pantera;Rock The World
Pantera;Sad Lover
Pantera;Sandblasted Skin
Pantera;Shattered
Pantera;Shedding Skin
Pantera;Slaughtered
Pantera;Strength Beyond Strength
Pantera;Strength Beyond Strength
Pantera;Suicide Note Pt. I
Pantera;Suicide Note Pt. II
Pantera;Takin' My Life
Pantera;Tell Me If You Want It
Pantera;The Art Of Shredding
Pantera;The Badge
Pantera;The Great Southern Trendkill
Pantera;The Sleep
Pantera;The Underground In America
Pantera;This Love
Pantera;Throes Of Rejection
Pantera;Uplift
Pantera;Use My Third Arm
Pantera;Valhalla
Pantera;Walk
Pantera;War Nerve
Pantera;We'll Grind That Axe For A Long Time
Pantera;We'll Meet Again
Pantera;Where You Come From
Pantera;Yesterday Don't Mean Shit
Pantera;You've Got To Belong To It
