artist_name;song_title
Billie Eilish;!!!!!!!
Billie Eilish;&burn
Billie Eilish;6.18.18
Billie Eilish;8
Billie Eilish;All The Good Girls Go To Hell
Billie Eilish;Another Stupid Song
Billie Eilish;Bad
Billie Eilish;Bad Guy
Billie Eilish;Bad Guy
Billie Eilish;Bellyache
Billie Eilish;Bitches Broken Hearts
Billie Eilish;Bored
Billie Eilish;Bury A Friend
Billie Eilish;Call Me Back
Billie Eilish;Come Out And Play
Billie Eilish;Copycat
Billie Eilish;Everything I Wanted
Billie Eilish;Fingers Crossed
Billie Eilish;Goodbye
Billie Eilish;Hostage
Billie Eilish;I Love You
Billie Eilish;Idontwannabeyouanymore
Billie Eilish;Ilomilo
Billie Eilish;Limbo
Billie Eilish;Listen Before I Go
Billie Eilish;Lovely
Billie Eilish;My Boy
Billie Eilish;My Future
Billie Eilish;My Strange Addiction
Billie Eilish;No Time To Die
Billie Eilish;Ocean Eyes
Billie Eilish;Ocean Eyes (Astronomyy Edit)
Billie Eilish;Ocean Eyes (Blackbear Remix)
Billie Eilish;Party Favor
Billie Eilish;See Through
Billie Eilish;She's Broken
Billie Eilish;Six Feet Under
Billie Eilish;The End Of The World
Billie Eilish;The Hill
Billie Eilish;Therefore I Am
Billie Eilish;True Blue
Billie Eilish;Watch
Billie Eilish;When I Was Older
Billie Eilish;When The Party's Over
Billie Eilish;Wish You Were Gay
Billie Eilish;Xanny
Billie Eilish;You Don't Get Me High Anymore
Billie Eilish;You Should See Me In A Crown
