artist_name;song_title
Manowar;Achilles, Agony, And Ecstasy (In Eight Parts)
Manowar;All Men Play On Ten
Manowar;An American Trilogy
Manowar;Animals
Manowar;Annihilation
Manowar;Apa (Father - Hungarian Version)
Manowar;Army Of The Dead, Part I
Manowar;Army Of The Dead, Part II
Manowar;Army Of The Immortals
Manowar;Baba (Father - Turkish Version)
Manowar;Battle Hymn
Manowar;Battle Hymns
Manowar;Black Arrows
Manowar;Black List
Manowar;Black Wind, Fire And Steel
Manowar;Blood And Steel
Manowar;Blood Brothers
Manowar;Blood Of My Enemies
Manowar;Blood Of The Kings
Manowar;Blow Your Speakers
Manowar;Born In A Grave
Manowar;Bridge Of Death
Manowar;Brothers Of Metal Pt.1
Manowar;Burning
Manowar;Call To Arms
Manowar;Call To Arms
Manowar;Carry On
Manowar;Courage
Manowar;Dark Avenger
Manowar;Death Tone
Manowar;Death Tone (Live)
Manowar;Defender
Manowar;Die For Metal
Manowar;Die With Honor
Manowar;Drums Of Doom
Manowar;Each Dawn I Die
Manowar;El Gringo
Manowar;Expendable
Manowar;Far (Father - Norwegian Version)
Manowar;Fast Taker
Manowar;Fast Taker (Live)
Manowar;Father
Manowar;Father (Russian Version)
Manowar;Fight For Freedom
Manowar;Fight Until We Die
Manowar;Fighting The World
Manowar;Gates Of Valhalla
Manowar;Glory Majesty Unity
Manowar;Gloves Of Metal
Manowar;God Or Man
Manowar;Gods Of War
Manowar;Gods Of War (Immortal Version)
Manowar;Guyana (Cult Of The Damned)
Manowar;Hail And Kill
Manowar;Hail To England
Manowar;Hail, Kill And Die
Manowar;Hand Of Doom
Manowar;Hatred
Manowar;Heart Of Steel
Manowar;Herz Aus Stahl
Manowar;Holy War
Manowar;House Of Death
Manowar;Hymn Of The Immortal Warriors
Manowar;I Believe
Manowar;Isä (Father - Finnish Version)
Manowar;Kill With Power
Manowar;King
Manowar;King Of Kings
Manowar;King Of Kings (Live Version)
Manowar;Kingdom Come
Manowar;Kings Of Metal
Manowar;Let The Gods Decide
Manowar;Loki God Of Fire
Manowar;Manowar
Manowar;Manowarriors
Manowar;March For Revenge (By The Soldiers Of Death)
Manowar;Master Of Revenge
Manowar;Master Of The Wind
Manowar;Metal Daze
Manowar;Metal Warriors (Brothers Of Metal Part Two)
Manowar;Metal Warriors (Brothers Of Metal Pt. I)
Manowar;Mon Père (Father - French Version)
Manowar;Mountains
Manowar;Nessun Dorna
Manowar;Number 1
Manowar;Odin
Manowar;Ojciec (Father - Polish Version)
Manowar;Otac (Father - Croatian Version)
Manowar;Outlaw
Manowar;Padre (Father - Italian Version)
Manowar;Padre (Father - Spanish Version)
Manowar;Pai (Father - Portuguese Version)
Manowar;Pleasure Slave
Manowar;Return Of The Warlord
Manowar;Revelation (Death's Angel)
Manowar;Ride The Dragon
Manowar;Righteous Glory
Manowar;Secret Of Steel
Manowar;Shell Shock
Manowar;Sign Of The Hammer
Manowar;Sleipnir
Manowar;Spirit Horse Of The Cherokee
Manowar;Sword Of The Highlands
Manowar;Swords In The Wind
Manowar;Tată (Father - Romanian Version)
Manowar;Tatko (Father - Bulgarian Version)
Manowar;The Ascension
Manowar;The Ascension (Live Version)
Manowar;The Blood Of Odin
Manowar;The Crown And The Ring (Lament Of The Kings)
Manowar;The Crown And The Ring (Lament Of The Kings) (Metal Version)
Manowar;The Dawn Of Battle
Manowar;The Demon's Whip
Manowar;The Gods Made Heavy Metal
Manowar;The Kingdom Of Steel
Manowar;The Lord Of Steel
Manowar;The Oath
Manowar;The Power
Manowar;The Power Of Thy Sword
Manowar;The Sons Of Odin
Manowar;The Sons Of Odin (Immortal Version)
Manowar;The Warriors Prayer
Manowar;Thor (The Powerhead)
Manowar;Thunder In The Sky
Manowar;Touch The Sky
Manowar;Vater (Father - German Version)
Manowar;Violence And Bloodshed
Manowar;Warlord
Manowar;Warriors Of The World
Manowar;Warriors Of The World (United)
Manowar;Wheels Of Fire
Manowar;You Shall Die Before I Die
Manowar;Πατερα (Father - Greek Version)
Manowar;父 (Father - Japanese Version)
