artist_name;song_title
Ed Sheeran;...Baby One More Time
Ed Sheeran;1000 Nights
Ed Sheeran;Addicted
Ed Sheeran;Afire Love
Ed Sheeran;Ag Smaoineamh Ós Ard
Ed Sheeran;All Of The Stars
Ed Sheeran;Antisocial
Ed Sheeran;Autumn Leaves
Ed Sheeran;Barcelona
Ed Sheeran;Be Like You
Ed Sheeran;Be My Husband
Ed Sheeran;Beautiful People
Ed Sheeran;Best Part Of Me
Ed Sheeran;Beyond The Pale
Ed Sheeran;Bibia Be Ye Ye
Ed Sheeran;Billy Ruskin
Ed Sheeran;Bloodstream
Ed Sheeran;BLOW
Ed Sheeran;Bonus Track
Ed Sheeran;Candle In The Wind (2018 Version)
Ed Sheeran;Castle On The Hill
Ed Sheeran;Castle On The Hill (Acoustic)
Ed Sheeran;Chasing Cars
Ed Sheeran;Coco (Hitimpulse Remix)
Ed Sheeran;Cold Coffee
Ed Sheeran;Cross Me
Ed Sheeran;Diary
Ed Sheeran;Dive
Ed Sheeran;Don't
Ed Sheeran;Don't / Loyal / No Diggity / The Next Episode / Nina
Ed Sheeran;Drown Me Out
Ed Sheeran;Drunk
Ed Sheeran;Drunk In Love
Ed Sheeran;English Rose
Ed Sheeran;Eraser
Ed Sheeran;Eraser (Extended F64 Version)
Ed Sheeran;Even My Dad Does Sometimes
Ed Sheeran;Everything You Are
Ed Sheeran;Faces
Ed Sheeran;Fairytale Of New York
Ed Sheeran;Fall
Ed Sheeran;Family
Ed Sheeran;Feels
Ed Sheeran;Fire Alarms
Ed Sheeran;Firefly
Ed Sheeran;Forever
Ed Sheeran;Friends
Ed Sheeran;Galway Girl
Ed Sheeran;Give Me Love
Ed Sheeran;Give Me Love (New Machine Remix)
Ed Sheeran;Gold Rush
Ed Sheeran;Goodbye To You
Ed Sheeran;Grade 8
Ed Sheeran;Grade 8 (Acoustic)
Ed Sheeran;Grow Back
Ed Sheeran;Hallelujah
Ed Sheeran;Happier
Ed Sheeran;Hearts Don't Break Around Here
Ed Sheeran;Hold On
Ed Sheeran;Homeless
Ed Sheeran;How Would You Feel (Paean)
Ed Sheeran;I Can't Spell
Ed Sheeran;I Don't Care
Ed Sheeran;I Don't Care (Acoustic)
Ed Sheeran;I Don't Want Your Money
Ed Sheeran;I Love You
Ed Sheeran;I Never Fell
Ed Sheeran;I See Fire
Ed Sheeran;I See Fire (Kygo Remix)
Ed Sheeran;I Will Take You Home
Ed Sheeran;I'm A Mess
Ed Sheeran;I'm Glad I'm Not You
Ed Sheeran;In Memory
Ed Sheeran;Insomniac's Lullaby
Ed Sheeran;Kiss Me
Ed Sheeran;Last Night
Ed Sheeran;Lately
Ed Sheeran;Lay It All On Me
Ed Sheeran;Lego House
Ed Sheeran;Let It Out
Ed Sheeran;Little Bird
Ed Sheeran;Little Lady
Ed Sheeran;London Bridge
Ed Sheeran;Make It Rain
Ed Sheeran;Misery
Ed Sheeran;Miss You
Ed Sheeran;Moody Ballad Of Ed
Ed Sheeran;Move On
Ed Sheeran;Nancy Mulligan
Ed Sheeran;Nando's Song
Ed Sheeran;Never Be Kissed
Ed Sheeran;New Man
Ed Sheeran;New York
Ed Sheeran;Nightmares
Ed Sheeran;Nina
Ed Sheeran;No Diggity / Thrift Shop
Ed Sheeran;No Luck
Ed Sheeran;Nothing On You
Ed Sheeran;One
Ed Sheeran;One Life
Ed Sheeran;One Night
Ed Sheeran;Open Your Ears
Ed Sheeran;Pause
Ed Sheeran;Penguins
Ed Sheeran;Perfect
Ed Sheeran;Perfect (Mike Perry Remix)
Ed Sheeran;Perfect Duet
Ed Sheeran;Perfect Symphony
Ed Sheeran;Photograph
Ed Sheeran;Pony
Ed Sheeran;Postcards
Ed Sheeran;Put It All On Me
Ed Sheeran;Quiet Ballad Of Ed
Ed Sheeran;Radio
Ed Sheeran;Remember The Name
Ed Sheeran;Runaway
Ed Sheeran;Sara
Ed Sheeran;Saturday
Ed Sheeran;Save Myself
Ed Sheeran;Scars
Ed Sheeran;Shape Of You
Ed Sheeran;Shape Of You (Acoustic)
Ed Sheeran;Shape Of You (Latin Remix)
Ed Sheeran;Shape Of You (Major Lazer Remix)
Ed Sheeran;Shape Of You (Stormzy Remix)
Ed Sheeran;Shape Of You (Stormzy Remix)
Ed Sheeran;Shape Of You (Wale Remix)
Ed Sheeran;Shape Of You (Yxng Bane Remix)
Ed Sheeran;She
Ed Sheeran;Shirtsleeves
Ed Sheeran;Sing
Ed Sheeran;Skinny Love
Ed Sheeran;Small Bump
Ed Sheeran;Small Bump
Ed Sheeran;Smile
Ed Sheeran;So
Ed Sheeran;Sofa
Ed Sheeran;South Of The Border
Ed Sheeran;South Of The Border (Acoustic)
Ed Sheeran;Spark
Ed Sheeran;Stay With Me
Ed Sheeran;Stevensong
Ed Sheeran;Stranger
Ed Sheeran;Sunburn
Ed Sheeran;Sunburn
Ed Sheeran;Supermarket Flowers
Ed Sheeran;Sweet Mary Jane
Ed Sheeran;Take It Back
Ed Sheeran;Take It Back / Superstition / Ain't No Sunshine
Ed Sheeran;Take Me Back To London
Ed Sheeran;Take Me Back To London (Sir Spyro Remix)
Ed Sheeran;Tenerife Sea
Ed Sheeran;The A Team
Ed Sheeran;The City
Ed Sheeran;The City
Ed Sheeran;The City (Live At Sticky Studios)
Ed Sheeran;The Man
Ed Sheeran;The Parting Glass
Ed Sheeran;The Sea
Ed Sheeran;The West Coast Of Clare
Ed Sheeran;These Dreams
Ed Sheeran;Thinking Out Loud
Ed Sheeran;This
Ed Sheeran;Tone
Ed Sheeran;Touch And Go
Ed Sheeran;Trap Queen
Ed Sheeran;Tribute To Stevie Wonder (Live)
Ed Sheeran;Two Blokes And A Double Bass
Ed Sheeran;Two Different Worlds
Ed Sheeran;Typical Average
Ed Sheeran;Undone
Ed Sheeran;UNI
Ed Sheeran;Wake Me Up
Ed Sheeran;Way Home
Ed Sheeran;Way To Break My Heart
Ed Sheeran;Wayfaring Stranger
Ed Sheeran;We Are
Ed Sheeran;What Do I Know?
Ed Sheeran;Where We Land
Ed Sheeran;Wild Mountain Thyme
Ed Sheeran;Wish You Were Here
Ed Sheeran;Yellow Pages
Ed Sheeran;You
Ed Sheeran;You Break Me
Ed Sheeran;You Break Me 2
Ed Sheeran;You Don't Know (For Fuck's Sake)
Ed Sheeran;You Need Me, I Don't Need You
Ed Sheeran;You Need Me, I Don't Need You
Ed Sheeran;You Need To Cut Your Hair
