artist_name;song_title
Justin Bieber;10,000 Hours
Justin Bieber;Ain't Afraid
Justin Bieber;All Around Me
Justin Bieber;All Around The World
Justin Bieber;All Around The World (Acoustic Version)
Justin Bieber;All Bad
Justin Bieber;All I Want For Christmas Is You
Justin Bieber;All I Want Is You
Justin Bieber;All In It
Justin Bieber;All That Matters
Justin Bieber;All Yours
Justin Bieber;Alone
Justin Bieber;Antidepressant
Justin Bieber;As Long As You Love Me
Justin Bieber;As Long As You Love Me (Acoustic Version)
Justin Bieber;At Least For Now
Justin Bieber;Available
Justin Bieber;Baby
Justin Bieber;Baby
Justin Bieber;Backpack
Justin Bieber;Bad Day
Justin Bieber;Bad Guy
Justin Bieber;Be Alright
Justin Bieber;Be Alright (Acoustic Version)
Justin Bieber;Beauty And A Beat
Justin Bieber;Beauty And A Beat (Acoustic Version)
Justin Bieber;Been You
Justin Bieber;Believe
Justin Bieber;Bigger
Justin Bieber;Born To Be Somebody
Justin Bieber;Boyfriend
Justin Bieber;Boyfriend (Acoustic Version)
Justin Bieber;Boyfriend (Remix)
Justin Bieber;Broken
Justin Bieber;California Cruisin'
Justin Bieber;Can't Live Without You
Justin Bieber;Catching Feelings
Justin Bieber;Change Me
Justin Bieber;Changes
Justin Bieber;Children
Justin Bieber;Choosin
Justin Bieber;Christmas Eve
Justin Bieber;Christmas Love
Justin Bieber;Coincidence
Justin Bieber;Cold Water
Justin Bieber;Come Around Me
Justin Bieber;Come Home To Me
Justin Bieber;Common Denominator
Justin Bieber;Company
Justin Bieber;Confident
Justin Bieber;Confirmation
Justin Bieber;Despacito (Remix)
Justin Bieber;Die In Your Arms
Justin Bieber;Don't Go Far
Justin Bieber;Double Negative
Justin Bieber;Down To Earth
Justin Bieber;Dr. Bieber
Justin Bieber;Drummer Boy
Justin Bieber;E.T.A.
Justin Bieber;Eenie Meenie
Justin Bieber;Fa La La
Justin Bieber;Fa La La (Acapella)
Justin Bieber;Fairytale
Justin Bieber;Fall
Justin Bieber;Fall
