artist_name;song_title
Mariah Carey;#Beautiful
Mariah Carey;#Beautiful (A$AP Rocky Remix)
Mariah Carey;#Beautiful (Jeezy Remix)
Mariah Carey;#Hermosa
Mariah Carey;100%
Mariah Carey;4real4real
Mariah Carey;8th Grade
Mariah Carey;A No No
Mariah Carey;A No No (Remix)
Mariah Carey;After Tonight
Mariah Carey;Against All Odds (Take A Look At Me Now)
Mariah Carey;All I Live For
Mariah Carey;All I Want For Christmas Is You
Mariah Carey;All I Want For Christmas Is You (Extra Festive)
Mariah Carey;All I Want For Christmas Is You (Magical Christmas Mix)
Mariah Carey;All I've Ever Wanted
Mariah Carey;All In Your Mind
Mariah Carey;All My Life
Mariah Carey;Almost Home
Mariah Carey;Alone In Love
Mariah Carey;Always Be My Baby
Mariah Carey;America The Beautiful
Mariah Carey;And You Don't Remember
Mariah Carey;Angels Cry
Mariah Carey;Angels Cry (Remix)
Mariah Carey;Anytime You Need A Friend
Mariah Carey;Auld Lang Syne (The New Year's Anthem)
Mariah Carey;Babydoll
Mariah Carey;Betcha Gon' Know
Mariah Carey;Betcha Gon' Know (The Prologue)
Mariah Carey;Bliss
Mariah Carey;Boy (I Need You)
Mariah Carey;Breakdown
Mariah Carey;Bring It On Home
Mariah Carey;Bringing On The Heartbreak
Mariah Carey;Butterfly
Mariah Carey;Bye Bye
Mariah Carey;Bye Bye (R&B Remix)
Mariah Carey;Camouflage
Mariah Carey;Can You Hear Me
Mariah Carey;Can't Let Go
Mariah Carey;Can't Take That Away
Mariah Carey;Candy Bling
Mariah Carey;Caution
Mariah Carey;Charlie Brown Christmas
Mariah Carey;Christmas (Baby Please Come Home)
Mariah Carey;Christmas Time Is Here
Mariah Carey;Christmas Time Is In The Air Again
Mariah Carey;Christmas Time Is In The Air Again (Magical Christmas Mix)
Mariah Carey;Circles
Mariah Carey;Close My Eyes
Mariah Carey;Close My Eyes (Acoustic)
Mariah Carey;Clown
Mariah Carey;Cool On You
Mariah Carey;Cruise Control
Mariah Carey;Cry
Mariah Carey;Crybaby
Mariah Carey;Daydream Interlude (Fantasy Sweet Dub Mix)
