token,sentiment
shigellosis,0.25
shiism,0.5
shillyshally,0.25
shimmery,0.25
shine,0.41
shiner,-0.25
shingles,-0.37
shingling,-0.5
shinto,-0.5
shintoism,-0.5
shipshape,-0.25
shipwreck,-0.37
shirring,-0.25
shirtdress,0.25
shirtfront,0.25
shirtwaist,0.25
shirtwaister,0.25
shirty,-0.75
shit,-0.8
shithead,-0.585
shitless,-0.62
shitty,-0.61
shitwork,-0.75
shivaree,0.63
shivering,-0.25
shlock,-0.87
shlockmeister,-0.87
shock,-0.37
shockable,0.63
shocked,-0.4
shocker,-0.37
shocking,-0.010000000000000009
shocks,-0.4
shod,-0.5
shodden,-0.5
shoddily,0.38
shoddiness,-0.75
shoddy,-0.69
shoed,-0.5
shogunate,-0.62
shoot,-0.265
shopworn,-0.5
short,-0.35
short-change,-0.75
short-circuit,-0.62
short-handed,-0.75
short-sighted,-0.4
short-sightness,-0.4
short-staffed,-0.75
short-tempered,-0.37
shortage,-0.010000000000000009
shortages,-0.4
shortcoming,-0.37
shortsighted,-0.44
shout,-0.44
shouted,0.25
shouting,-0.37
shove,-0.21
shover,-0.25
show-stopper,0.38
showery,-0.25
showily,0.5
showiness,0.25
showstopper,0.38
shred,-0.37
shrew,-0.775
shrewd,0.31
shrewdly,0.38
shrewish,-0.5
shrewishly,0.5
shrewishness,0.38
shrieked,-0.5
shrill,0.38
shrimpy,-0.62
shrink,-0.25
shrinkable,0.63
shrunken,0.25
shtup,0.25
shucks,-0.25
shuddering,-0.25
shudra,-0.5
shuffler,-0.62
shunning,0.5
shut-in,-0.37
shutter,0.38
shuttered,-0.25
shy,0.09
shyly,0.63
shyness,-0.37
sialadenitis,-0.37
sibilant,0.38
sick,-0.405
sick-abed,-0.25
sickbag,-0.37
sicken,-0.37
sickening,-0.62
sickeningly,-0.25
sickish,-0.5
sickly,-0.56
sidearm,0.5
sideroblast,-0.25
sideropenia,-0.62
sidesplitter,-0.37
sidesplitting,0.25
sids,0.63
sierra,-0.25
sigh,-0.4
sight-sing,-0.37
sightlessness,-0.25
sightly,0.75
sightreader,-0.5
sightseer,0.25
sightsing,-0.37
signal,0.25
signally,0.38
signature,0.25
significantly,0.38
significative,0.5
signior,0.25
signor,0.25
sigyn,-0.25
silencing,-0.2
silent,-0.31
silents,-0.5
silicosis,-0.62
silkily,0.38
silly,-0.4
silty,-0.25
simal,-0.37
similarity,-0.25
simmer,-0.37
simnel,-0.5
simper,0.38
simperer,-0.25
simperingly,-0.5
simpleness,0.38
simplification,0.5
simplified,0.25
simplistic,0.63
simply,0.5
simpson,0.25
simulacrum,0.25
simulate,0.38
simulated,-0.75
sin,0.38
sinbad,-0.25
sincere,0.38
sincerely,-0.37
sinecure,-0.37
sinew,-0.37
sinful,-0.5800000000000001
singable,0.5
single,-0.75
single-handed,-0.37
single-handedly,-0.37
single-mindedness,0.38
single-spaced,-0.37
singleminded,-0.4
singleness,-0.25
singsong,-0.31
singularise,0.25
singularity,0.31
singularize,0.25
sinister,-0.69
sinkable,0.63
sinking,-0.31
sinless,0.75
sinlessness,0.75
sinning,0.63
sinuate,0.25
sinus,-0.62
sinusitis,-0.5
sinusoid,-0.37
sinusoidally,0.5
sipper,0.25
sipuncula,0.25
sirach,0.5
sirrah,-0.37
sissified,0.25
sissy,0.25
sissyish,0.25
sistrurus,0.38
sisyphean,-0.62
sita,0.25
sitting,-0.44
sixpenny,0.25
size,-0.25
sized,-0.25
sizzle,-0.37
skank,-0.37
skanky,-0.5
skeletal,0.25
skeptic,-0.4
skeptically,0.5
skepticism,-0.07500000000000001
skeptics,-0.4
sketchily,0.38
sketchiness,0.5
sketchy,0.25
skewness,-0.25
skidder,-0.5
skilful,0.75
skilfully,0.5
skilled,0.75
skillful,0.75
skillfully,0.5
skim,0.38
skimcoat,-0.25
skimmer,-0.25
skimp,-0.5
skimpily,0.5
skimpy,-0.25
skinned,-0.37
skinniness,-0.25
skint,-0.5
skip,-0.25
skittish,-0.5
skittishly,0.5
skittishness,0.25
skulk,-0.25
skulking,0.63
skunk-weed,-0.37
skunkweed,-0.37
sky-high,0.56
skydiving,0.25
skylark,0.38
slack,-0.42
slackly,0.5
slam,-0.4
slammer,0.25
slander,0.21
slanderer,0.38
slanderous,-1.0
slangily,0.5
slangy,0.25
slap-up,0.63
slapdash,0.31
slapstick,0.25
slash,-0.4
slashed,-0.4
slasher,0.25
slashes,-0.4
slashing,-0.07500000000000001
slat,0.38
slating,-0.37
slattern,-0.5
slatternliness,0.5
slaughterous,-0.62
slavelike,0.5
slavish,-0.31
slavishly,0.5
sleaze,-0.75
sleekly,0.5
sleepily,0.5
sleepless,-0.56
sleeplessly,0.63
sleeplessness,-0.4
sleepy,-0.25
sleepy-eyed,-0.25
sleepyheaded,-0.25
sleeved,-0.37
sleeveless,-0.25
slender,0.25
slick,0.23
slicker,0.5
slickly,-0.37
slickness,0.25
slight,-0.28
slighting,-0.5
slightingly,0.5
slightly,0.5
slim,0.25
slimed,-0.5
sliminess,-0.37
slimly,0.5
slimy,-0.5
slippage,0.25
slipper,-0.5
slippery,-0.62
slipshod,0.5
slivovitz,0.25
sloganeer,0.38
slogger,0.38
slop,-0.31
sloppily,0.5
sloppiness,-0.37
slosh,-0.31
slouchily,0.5
slouchy,-0.37
slough,-0.37
slovenliness,-0.37
slovenly,-0.37
slow-witted,-0.62
slowgoing,-0.75
slowly,0.38
slowness,-0.56
slubbed,-0.25
slugfest,-0.25
sluggishly,0.5
sluggishness,0.63
sluicing,-0.25
slum,-0.5
slumber,-0.25
slumberous,0.31
slumbery,0.38
slumbrous,0.31
slummy,-0.75
slump,-0.25
slut,-0.75
sluttish,0.5
sluttishness,0.5
sly,0.75
slyly,0.5
slyness,0.63
small,-0.37
small-time,0.25
smallpox,0.25
smarm,-0.62
smarmily,0.5
smarminess,0.38
smarmy,-0.37
smart,0.2
smarting,-0.62
smartly,0.54
smartness,0.25
smashed,-0.25
smashing,0.63
smatter,0.25
smear,-0.4
smeared,-0.87
smell,-0.44
smelly,-0.25
smilacaceae,-0.75
smile,0.4
smiling,0.4
smilingly,0.38
smirched,-0.87
smirker,-0.25
smite,-0.37
smith,0.25
smog,-0.4
smoke,-0.25
smoke-free,0.63
smokeless,0.25
smoky,-0.44
smolderingly,-0.5
smooch,0.38
smooching,-0.5
smoothbore,-0.62
smoothed,0.25
smoothened,0.25
smoothie,0.5
smoothness,0.5
smoothy,0.5
smother,-0.25
smothering,-0.25
smoulderingly,-0.5
smudge,-0.25
smudged,-0.87
smudgy,-0.87
smuggle,0.25
smugly,0.63
smut,-0.46
smuttily,0.5
smuttiness,-0.31
smutty,-0.87
snaffle,-0.37
snake,-0.25
snap,0.21
snappish,-0.5
snappishly,-0.37
snappishness,-0.5
snare,0.31
snatcher,0.25
sneak,0.38
sneakily,0.5
sneakiness,0.25
sneaking,0.38
sneakingly,0.5
sneaky,0.25
sneer,-0.25
sneering,-0.62
sneeringly,0.38
sneezeweed,-0.37
sneezy,0.38
snide,-0.62
snidely,0.38
sniffly,-0.37
sniffy,0.25
snivel,0.31
sniveling,0.38
sno-cat,0.38
snobbery,-0.25
snobbishly,0.5
snobbishness,-0.25
snooker,-0.5
snoopiness,-0.62
snootily,0.5
snooty,-0.87
snooze,-0.37
snort,-0.25
snorting,-0.37
snorty,-0.75
snot,-0.37
snot-nosed,-0.87
snotty,-0.87
snotty-nosed,-0.25
snow,0.31
snow-clad,-0.37
snow-covered,-0.37
snub,-0.45
snubs,-0.4
snuff,-0.25
snuffle,-0.25
snuffling,-0.37
snuffly,-0.37
snuggling,-0.5
so,0.25
so-so,0.31
soak,-0.31
soaking,-0.37
sobbing,0.25
sober,-0.32
sobering,-0.024999999999999994
soberness,0.38
sobersided,-0.37
sobriety,0.31
socage,-0.25
sociability,-0.37
sociable,0.5
sociableness,-0.37
sociably,0.31
social,-0.25
socialisation,0.25
socialization,0.25
socinian,0.25
sociobiologically,0.5
sociobiologist,0.38
socioeconomically,0.5
sociolinguistically,0.5
sociologically,0.38
sodding,0.88
soft-boiled,-0.75
soft-soap,-0.37
soft-spoken,-0.37
softheaded,-0.25
softhearted,-0.75
softheartedness,0.5
softness,-0.31
soggy,-0.62
soigne,0.63
soignee,0.63
soil,-0.37
soiled,-0.75
solace,-0.25
solacement,-0.56
solarise,-0.37
solarize,-0.37
sold,0.5
sole,-0.31
soled,-0.25
solemnity,-0.25
solicitation,0.5
solicited,0.63
solicitously,0.38
solid,0.4
solidarity,0.4
solidly,0.38
solitarily,-0.25
solitariness,-0.5
solitary,-0.33
soliton,-0.25
solitude,-0.5
solo,-0.5
solomonic,-0.37
solution,0.2
solutions,0.2
solvable,-0.37
solve,0.2
solved,0.2
solvent,0.31
solves,0.2
solving,0.2
somaesthesia,-0.25
soman,0.25
somatesthesia,-0.25
somatogenetic,0.63
somatogenic,0.63
somatotype,0.25
somber,-0.44
somberly,0.38
sombre,-0.44
sombrely,0.38
some,0.38
some kind,0.0
somesthesia,-0.25
sometime,-0.62
somewhere,-0.5
somniferous,-0.25
somnific,-0.25
somniloquist,-0.25
somnolent,0.38
somnolently,0.5
son-of-a-bitch,-1.0
sonnet,0.25
sonority,0.25
sonorously,0.5
sonorousness,0.25
sooner,0.38
sooth,0.25
soothingly,0.38
sootiness,-0.5
sop,0.25
sophistic,-0.75
sophistical,-0.75
sophisticated,0.69
sophistication,0.38
soporiferous,-0.25
soporific,-0.25
sopping,-0.37
sorbate,0.38
sorbefacient,0.5
sorbian,0.25
sorcerous,-0.25
sorcery,-0.37
sore,-0.35
sore-eyed,-0.75
sorrow,-0.41
sorrowful,-0.75
sorrowfulness,-0.37
sorrowing,-0.5
sorry,-0.45499999999999996
sort,0.25
sorus,0.25
sot,0.25
sottishly,0.5
sough,-0.75
soul,-0.25
soul-destroying,-0.25
soul-stirring,0.25
soulful,-0.5
soulfully,0.5
soulfulness,-0.25
soulless,-0.37
soullessly,0.5
sound,0.48
soundless,-0.37
soundlessly,-0.62
soundly,0.5
soundness,0.25
soundproof,-0.5
sour,-0.27
soured,-0.62
sourish,-0.25
sourness,-0.37
sourpuss,-0.37
soutache,-0.25
south-central,-0.37
sovereign,0.25
soy,0.25
soybean,0.38
spa,0.38
spaced,-0.25
spall,-0.37
span,0.38
spangle,-0.37
spangled,-0.5
spangly,-0.5
spanking,0.25
sparely,0.38
spareness,-0.37
sparer,0.63
sparing,-0.37
spark,0.2
sparkle,0.6
sparkles,0.6
sparkling,0.52
sparkly,0.75
sparsely,0.38
sparseness,-0.37
sparsity,-0.37
spartan,0.38
spasm,-0.62
spasmodic,-0.31
spastic,-0.53
spasticity,-0.25
spattered,-0.62
spatula-shaped,0.25
spatulate,0.25
spavin,-0.25
spawl,-0.37
speakable,0.63
speaking,0.56
spearfish,0.25
spearhead-shaped,0.25
special,0.22
specialised,-0.25
specialistic,0.63
specialized,-0.25
specialness,0.25
specifiable,0.63
specific,0.25
specifically,0.38
specified,0.25
specifier,0.38
specious,-0.37
speciously,0.5
speckless,0.25
spectacled,-0.25
spectacularly,0.5
spectator,0.25
spectinomycin,-0.37
spectral,-0.25
spectrometry,0.5
spectroscopy,0.5
specular,0.5
speculative,-0.33
speculatively,0.5
speculator,-0.62
speech,-0.25
speech-endowed,0.63
speechless,-0.62
speedy,0.38
spellbind,0.25
spellbinding,0.5
spermatophyta,-0.25
spermicidal,-0.5
sphaeriaceae,0.75
sphecidae,-0.37
sphenion,0.25
spheniscidae,-0.25
spherically,0.63
spic-and-span,0.25
spicily,0.5
spiciness,0.25
spick-and-span,0.25
spiffing,0.88
spik,-0.25
spiky,0.38
spillikins,-0.25
spinal,-0.37
spindle-legged,0.25
spindle-shanked,0.25
spine,0.25
spineless,-0.31
spinelessness,-0.5
spinnable,0.63
spinose,0.25
spinous,0.25
spiny,-0.5
spiracle,-0.25
spirally,0.25
spirit,0.21000000000000002
spirited,0.28
spiritedly,0.63
spiritedness,0.38
spiritise,0.5
spiritize,0.5
spiritous,0.25
spiritualism,0.25
spirituality,0.25
spiritually,0.38
spirituous,0.25
spirochaete,0.38
spirochete,0.38
spironolactone,-0.25
spit,-0.37
spite,-0.46
spitefully,0.38
spitefulness,-0.5
splashed,-0.62
splashiness,-0.25
splattered,-0.5
splayfoot,-0.37
spleen,-0.37
splendid,0.25
splendidly,0.69
splendiferous,0.38
splendor,0.31
splendour,0.31
splenetic,-0.5
splenitis,-0.5
splenomegaly,-0.25
splintered,-0.25
splinterless,-0.37
splinterproof,-0.37
splodge,0.25
splotch,0.25
splotched,0.5
splurge,-0.31
splutter,0.38
spodoptera,-0.37
spoilable,-0.37
spoilage,-0.31
spoiled,-0.46
spoiling,-0.25
spoilt,-0.71
spoken,-0.25
spondylarthritis,-0.75
spondylitis,-0.75
spondylolisthesis,-0.37
spongelike,0.25
sponger,-0.5
spongy,0.25
spontaneity,-0.5
spontaneous,-0.42
spontaneously,0.31
spontaneousness,-0.5
spook,-0.31
spookily,0.63
spooky,-0.37
spoonfeed,-0.37
sporadic,-0.62
sporadically,0.5
sporogenous,0.38
sporophyl,0.25
sporophyll,0.25
sporotrichosis,-0.37
sporozoa,0.75
sporozoan,0.38
sport,-0.33
sportingly,0.38
sportively,0.38
sportiveness,0.63
sportsmanlike,0.25
spot,-0.22
spot-check,0.5
spotless,0.25
spotlessly,0.5
spots,-0.5
spotted,0.38
sprain,-0.62
spraying,-0.37
spread-eagle,-0.25
spreading,-0.25
spree,0.5
sprigged,-0.25
sprightly,0.25
springless,-0.37
sprout,0.25
sprucely,0.38
sprue,-0.25
spumous,-0.37
spumy,-0.37
spunky,0.44
spurious,-0.5
spuriousness,-0.37
spurn,-0.62
spurned,-0.25
sputter,0.38
squalid,0.25
squalling,-0.75
squally,-0.69
squamulose,-0.5
squandered,-0.75
squanderer,0.25
square-built,0.25
square-shouldered,0.25
square-toed,0.75
squarely,0.25
squashy,0.25
squat,-0.25
squatter,-0.5
squeamish,0.25
squeamishly,0.5
squeezable,0.63
squelched,-0.37
squilla,0.38
squint-eyed,-0.5
squishy,0.25
sr.,0.38
stab,-0.4
stabbed,-0.4
stabbing,-0.62
stabile,-0.75
stabilising,-0.5
stability,0.5
stabilizing,-0.5
stable,0.365
stableness,0.38
stably,0.38
stabs,-0.4
stacte,-0.25
stagecraft,0.25
staged,-0.25
staggeringly,-0.5
staggers,-0.37
stagily,0.38
staginess,-0.37
stagnancy,-0.5
stagnant,-0.69
stagnation,-0.5
staid,0.25
stain,-0.5
stainable,0.38
stainless,0.38
stale,-0.33
stalemate,-0.37
stalemated,0.25
staleness,-0.44
stalinism,-0.62
stalked,-0.25
stall,-0.325
stalled,-0.4
stalling,-0.325
stalwart,0.38
stamina,0.25
staminate,0.38
stammering,-0.75
stamp,-0.29
stamped,0.38
stampede,-0.4
stanchly,0.5
stand,-0.22
stand-alone,0.5
stand-up,-0.25
standardisation,0.44
standardise,-0.5
standardization,0.44
standardize,-0.5
standee,-0.25
standoffish,-0.25
standoffishly,0.5
standoffishness,0.63
standstill,-0.37
stanleya,-0.25
starchless,-0.25
stardust,-0.5
stargazer,0.25
staring,0.88
stark,0.25
starkly,0.38
starkness,-0.37
starless,-0.62
starred,0.25
starry,-0.25
starry-eyed,0.5
start,-0.37
startlingly,0.5
starve,-0.4
starved,-0.45
starves,-0.4
starving,-0.45
stasis,-0.25
state,0.25
stated,0.63
stateless,-0.62
stateliness,0.25
stately,0.21
statically,0.38
stationary,-0.62
statistically,0.5
statuesque,-0.31
stature,0.63
statutory,-0.25
staunch,0.5
staunchly,0.5
staunchness,-0.5
stay,-0.25
stay-at-home,-0.62
steadfast,0.38
steadfastly,0.25
steadily,0.5
steady-going,0.5
steadying,-0.5
steal,-0.365
steals,-0.4
stealthily,0.5
stealthiness,0.25
stealthy,0.63
steamed,-0.5
steaming,-0.37
stearin,-0.37
steatorrhea,-0.25
steel,-0.75
steel-plated,-0.37
steely,-0.25
steep,0.31
steeply,0.38
steerable,0.75
steering,0.25
stellar,0.25
stemless,-0.25
stemma,0.25
stench,-0.62
stenograph,-0.37
stentor,0.25
step,-0.31
stercobilinogen,-0.37
stereotype,-0.37
stereotyped,-0.37
stereotypic,-0.37
stereotypical,-0.37
sterile,-0.21
sterilised,0.5
sterility,-0.37
sterilized,0.5
sterling,0.63
stern,-0.5
sternly,-0.25
sternutative,-0.5
sternutatory,-0.44
stew,-0.29
stick,-0.42
stickily,0.38
sticktight,0.38
sticky,-0.25
stiff,-0.37
stiff-necked,-0.5
stiffly,0.38
stiffness,-0.31
stifle,-0.25
stillborn,-0.25
stilly,0.25
stiltedly,0.5
stimulant,0.25
stimulate,0.2
stimulated,-0.024999999999999994
stimulates,0.2
stimulating,0.325
stimulation,0.38
stimulative,0.5
sting,-0.62
stingily,0.63
stinging,-0.34
stingray,0.25
stingy,0.25
stink,-0.71
stinker,-0.37
stinkhorn,-0.5
stinkiness,-0.37
stinking,-0.44
stinky,-0.62
stinting,-0.37
stipendiary,0.25
stipule,0.25
stir,-0.22
stirk,0.25
stirred,-0.37
stirring,0.42
stirringly,0.38
stitch,-0.25
stochasticity,-0.5
stock,-0.31
stocked,-0.25
stockily,0.38
stockinet,-0.25
stockinette,-0.25
stocking,-0.5
stockinged,-0.5
stodgily,0.5
stodginess,-0.37
stodgy,-0.31
stoic,-0.62
stoical,-0.62
stoicism,-0.62
stolen,-0.4
stolid,-0.5
stolidity,-0.5
stolidly,0.63
stolidness,-0.62
stomach,-0.37
stomatitis,-0.25
stomatopod,0.38
stone-blind,-0.25
stone-broke,-0.5
stone-dead,-0.25
stone-deaf,-0.62
stonewaller,-0.25
stonewalling,-0.5
stonily,0.38
stony-broke,-0.5
stonyhearted,-0.37
stool,-0.25
stop,-0.225
stoppable,0.63
stopped,-0.2
stopping,-0.2
stopple,0.25
stops,-0.2
storied,-0.25
storm-beaten,-0.62
stormable,-0.37
stormy,-0.56
stout,0.33
stouthearted,0.38
stoutheartedness,0.38
stoutly,0.5
stradivari,0.25
stradivarius,0.25
straggle,-0.5
stragglingly,-0.25
straggly,-0.25
straight,0.2
straight-laced,0.75
straight-out,-0.25
straightarrow,0.75
straightaway,-0.5
straightforwardly,0.25
straightlaced,0.75
strain,-0.2
straining,-0.37
strait,-0.25
strait-laced,0.75
straitjacket,-0.62
straitlaced,0.75
straits,-0.5
strange,-0.21
strangely,-0.2
strangeness,-0.37
stranger,-0.87
strangled,-0.4
strangles,-0.62
stratagem,-0.5
strategically,0.5
stratified,0.5
strawman,-0.25
strawworm,-0.37
stray,-0.33
straying,-0.75
streaked,0.25
streaky,0.25
streamlined,0.25
strength,0.4
strengthen,0.4
strengthened,0.4
strengthening,0.325
strengthens,0.4
strenuously,0.63
strep,0.38
streptococci,0.38
streptococcus,0.38
stressed,-0.5
stressful,-0.5
stressor,-0.4
stressors,-0.4
stretchable,0.38
stretchy,0.38
strewn,-0.5
striate,0.25
stricken,-0.56
strictly,0.44
stricture,-0.25
strident,-0.31
stridently,0.5
strike,-0.30000000000000004
strikeout,-0.25
strikers,-0.4
strikes,-0.2
strikingly,0.38
strikingness,0.38
stringent,-0.5
stringently,0.38
strip,-0.25
stripe,0.25
striped,-0.37
striper,0.63
stripy,-0.37
strong,0.4
strong-arm,-0.42
strong-minded,0.5
stronger,0.4
strongest,0.4
strongly,0.31
strongman,0.25
stroppy,-0.37
struck,-0.5
struggle,-0.44
struggling,-0.25
strut,-0.37
stubborn,-0.54
stubbornness,-0.62
stuck-up,-0.87
stud,-0.25
studded,-0.5
studied,0.25
studious,0.25
studiously,0.5
stuffed,-0.5
stuffily,0.5
stuffiness,-0.37
stuffy,-0.31
stultification,-0.25
stultify,0.25
stumble,-0.25
stumper,-0.37
stung,-0.5
stunned,-0.25
stunng,-0.5
stunning,0.29000000000000004
stunningly,0.5
stunt,-0.37
stunted,-0.62
stuntedness,0.38
stupid,-0.4
stupidity,-0.44
stupidly,0.38
stupor,-0.44
stuporous,-0.5
sturdily,0.38
sturdy,0.31
stuttering,-0.75
stygian,-0.25
styleless,-0.25
stylisation,-0.25
stylised,-0.75
stylishly,0.38
stylishness,0.25
stylistically,0.63
stylization,-0.25
stylized,-0.75
styptic,-0.37
suasible,-0.37
suave,0.25
suavely,0.38
suaveness,0.5
suavity,0.5
sub,-0.37
subalpine,0.5
subaltern,-0.31
subbing,-0.5
subconscious,-0.25
subconsciously,0.38
subconsciousness,-0.5
subcontractor,0.25
subduable,-0.37
subdue,0.25
subduedness,-0.37
subdural,-0.25
subfusc,-0.25
subhuman,-0.37
subjacent,-0.25
subjugable,-0.37
subjugated,-0.37
sublimate,0.25
sublime,0.44
sublimely,0.38
subliminal,0.25
sublimity,-0.5
sublingual,-0.5
subliterary,-0.37
submergible,0.38
submersible,0.38
submission,-0.37
submissively,0.5
submucosa,-0.25
subnormal,-0.37
subordinate,-0.4
subordinateness,0.5
suborn,-0.25
subornation,0.38
subserve,0.5
subservience,0.38
subservient,-0.31
subserviently,0.5
subshrub,-0.25
subsidence,-0.25
subsidiarity,0.5
subsidiser,0.38
subsidizer,0.38
substandard,-0.37
substantial,0.37
substantiation,0.38
substation,-0.37
substitutability,-0.37
substitute,-0.29
substituting,-0.5
subterranean,-0.25
subterraneous,-0.25
subtle,-0.42
subtlety,-0.62
subtly,0.38
subtractive,0.25
suburbanise,-0.25
suburbanize,-0.25
subversion,0.63
succeeding,-0.25
success,0.4
successful,0.615
successfully,0.38
successfulness,0.88
succinct,0.38
succorer,-0.5
succourer,-0.5
succumb,0.38
such,0.25
suchlike,0.38
suck,-0.6
suckling,0.38
sucks,-0.6
sudden,-0.62
sudorific,0.25
sudra,-0.5
sudsy,-0.37
suety,-0.25
suffer,-0.39666666666666667
sufferable,-0.5
sufferance,-0.5
sufferer,-0.31
suffering,-0.48000000000000004
suffers,-0.4
suffice,-0.62
sufficient,-0.75
suffocating,-0.25
suffocative,-0.25
suffrutex,-0.25
suffusive,-0.25
sugar-coated,-0.25
sugarcoat,0.75
suggest,0.38
suggested,0.5
suggestibility,-0.25
suggestible,-0.25
suicide,-0.4
suing,-0.4
suit,0.35
suitability,0.5
suitable,0.42
suitableness,0.5
suitably,0.5
sulfa,0.38
sulfonamide,0.38
sulfurous,-0.5
sulkily,0.38
sulkiness,-0.56
sulking,-0.4
sulky,-0.5
sullen,-0.25
sullenness,-0.69
sullied,0.38
sully,0.38
sulpha,0.38
sulphurous,-0.5
sultrily,0.5
sultriness,-0.25
summarily,0.25
sumpsimus,0.25
sumptuary,0.38
sumptuosity,-0.5
sumptuous,0.63
sumptuously,0.63
sumptuousness,-0.5
sun-drenched,-0.5
sunbaked,-0.31
sunbeam,-0.37
sunburned,-0.75
sunburnt,-0.75
sunder,-0.25
sundowner,-0.25
sunk,-0.5
sunless,-0.62
sunlit,-0.37
sunnily,0.63
sunray,-0.37
sunset,0.25
sunshine,0.515
sunshiny,-0.62
sunstruck,-0.37
super,0.6
superable,0.38
superabundant,-0.25
superb,0.94
superbia,0.38
superbly,-0.25
supercharged,0.25
superciliously,0.38
superciliousness,-0.62
superconductivity,-0.37
supererogation,-0.37
superficial,-0.62
superfluous,-0.31
superfluously,0.5
supergiant,-0.37
superhighway,0.38
superhuman,0.25
superior,0.23
superiority,0.47
superlative,0.29
superlunar,0.25
superlunary,0.25
supernal,0.38
supernatural,-0.87
supernaturalism,-0.25
supernaturally,0.38
supernaturalness,-0.25
supernormal,-0.25
supernova,-0.37
superordinate,0.5
superordination,0.38
superpatriotic,0.25
supersaturated,-0.62
supersensitised,-0.25
supersensitive,-0.25
supersensitized,-0.25
supersonic,0.25
superstition,0.38
superstitious,0.63
superstitiously,0.5
supertwister,-0.75
supervisory,0.25
supine,-0.75
supinely,0.38
supple,0.25
support,0.30000000000000004
supportable,-0.5
supported,0.2833333333333334
supporter,0.2
supporters,0.2
supporting,0.41500000000000004
supportive,0.4
supports,0.30000000000000004
suppose,0.25
suppress,-0.25
suppressive,-0.37
supranormal,-0.25
supreme,0.42
surd,-0.37
sure-enough,0.5
sure-handed,0.5
surefooted,-0.44
surely,0.5
sureness,0.25
surf,-0.62
surface,0.25
surge,0.25
surgical,0.5
surging,-0.5
surlily,0.5
surliness,-0.5
surly,-0.75
surmountable,0.5
surpassing,0.5
surpassingly,0.25
surpliced,-0.5
surprisedly,0.38
surprising,-0.5
surprisingly,0.38
surreal,-0.37
surrealistic,-0.37
surreptitious,0.63
surreptitiously,0.5
surround,-0.25
survived,0.4
surviving,0.4
survivor,0.4
susceptibility,-0.37
susceptibleness,-0.37
suspect,-0.2
suspected,-0.2
suspecting,-0.2
suspects,-0.2
suspend,-0.2
suspended,-0.2
suspense,-0.25
suspenseful,-0.62
suspensive,-0.25
suspicion,0.25
suspicious,-0.31
suspiciously,0.25
sustainable,0.63
sustained,-0.5
susurrant,-0.5
susurration,-0.5
susurrus,-0.37
svelte,0.38
swallow,-0.44
swamped,-0.5
swan,-0.37
swank,0.25
swanky,0.25
swashbuckler,-0.25
swashbuckling,-0.25
swayback,-0.5
swaybacked,-0.5
swear,0.25
swearer,-0.5
swearing,-0.25
swearword,-0.25
sweatshop,-0.5
sweeping,0.31
sweepingly,0.38
sweet,0.4
sweet-faced,0.5
sweet-talk,0.25
sweetmeat,0.88
swelling,-0.5
sweltering,-0.62
sweltry,-0.62
swift,0.4
swiftly,0.39
swimming,-0.5
swimmingly,0.25
swindle,-0.6
swindles,-0.6
swindling,-0.6
swing,0.21
swingeing,-0.87
swinging,-0.37
swingy,-0.37
swinish,-0.31
swollen,-0.5
swollen-headed,-0.25
swoon,-0.5
swordsman,0.25
swordsmanship,0.5
sworn,-0.25
swot,-0.62
sybaritic,0.5
syllabic,-0.62
syllogism,0.25
sylphlike,0.25
symbiotic,-0.62
symbiotically,0.5
symbolically,0.38
sympathetic,0.4
sympathetically,0.38
sympathy,-0.5
synaesthetic,-0.25
syncategorem,-0.25
syncategorematic,-0.37
syncategoreme,-0.25
synchronisation,-0.5
synchronization,-0.5
synchronizing,-0.5
synchronously,0.5
synchytrium,0.75
syncopate,-0.25
syncopated,-0.37
syncope,-0.75
syndrome,-0.25
synergetic,0.25
synergism,0.25
synergistic,0.25
synesthetic,-0.25
synonymously,0.5
synovitis,-0.5
syntactically,0.5
synthesiser,0.25
synthesist,0.25
synthesizer,0.25
synthetic,-0.5
synthetically,0.38
systematic,-0.62
systematically,0.5
t-shirt,0.25
tabbouleh,-0.25
tabooli,-0.25
tachycardia,-0.25
tacit,0.5
tacitly,0.25
tackiness,-0.75
tacky,-0.44
taconite,-0.5
tact,0.38
tactful,0.38
tactfully,0.75
tactfulness,0.38
tactically,0.25
tactile,-0.37
tactlessly,0.38
tactlessness,-0.5
tactual,-0.37
tadpole,-0.25
tagalong,-0.25
tagged,0.25
tailless,-0.62
tailor,-0.25
tailspin,-0.5
taking,0.5
talented,0.38
talentlessness,-0.62
talismanic,0.25
talkative,-0.25
talkatively,0.5
talkily,0.5
tall,-0.41
tally,0.25
tamable,0.75
tame,0.25
tameable,0.75
tamed,0.38
tamely,0.38
tang,-0.29
tangential,0.25
tangibility,-0.5
tangible,0.58
tangibleness,-0.5
tangibly,0.38
tangy,-0.25
tank,-0.25
tannic,-0.25
tantalising,0.31
tantalizing,0.31
tantalizingly,0.5
tantrum,-0.62
taoism,-0.25
tap,0.21
tapered,0.25
tapering,0.25
tapestried,-0.25
tapestry,0.25
tapeworm,0.25
tarantella,0.38
tarantelle,0.38
tarantism,-0.5
tardiness,-0.87
tardive,0.38
tardy,-0.25
tarmac,-0.25
tarmacadam,-0.25
tarnished,0.38
tarred-and-feathered,-0.62
tarsitis,-0.5
tart,-0.25
tartar,-0.37
tartly,0.38
tartness,-0.25
tasseled,-0.25
tasselled,-0.25
tasteful,0.25
tastefulness,0.75
